"Averaging time data supplied by EarthSense on 27/01/2025"
"Source","Zephyr"
"ID","Zephyr (1776)"
"Site Name","1776"
"Time Period","01/12/2024 00:00 - 31/12/2024 23:59"
"Timestamp","31/12/2024 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC2503"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","CO2 Concentration","CO2 Unit","TVOC Concentration","TVOC Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"30-11-2024","18:00:00","2024-12-01T00:00:00+00:00","N/A","N/A","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","mg/m³","N/A","ppm","N/A","ppb","N/A","N/A","N/A","N/A","N/A","2","56","N/A"
"30-11-2024","19:00:00","2024-12-01T01:00:00+00:00","N/A","N/A","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","mg/m³","N/A","ppm","N/A","ppb","N/A","N/A","N/A","N/A","N/A","2","64","N/A"
"30-11-2024","20:00:00","2024-12-01T02:00:00+00:00","N/A","N/A","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","mg/m³","N/A","ppm","N/A","ppb","N/A","N/A","N/A","N/A","N/A","3","66","N/A"
"30-11-2024","21:00:00","2024-12-01T03:00:00+00:00","N/A","N/A","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","mg/m³","N/A","ppm","N/A","ppb","N/A","N/A","N/A","N/A","N/A","2","63","N/A"
"30-11-2024","22:00:00","2024-12-01T04:00:00+00:00","N/A","N/A","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","mg/m³","N/A","ppm","N/A","ppb","N/A","N/A","N/A","N/A","N/A","2","62","N/A"
"30-11-2024","23:00:00","2024-12-01T05:00:00+00:00","N/A","N/A","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","mg/m³","N/A","ppm","N/A","ppb","N/A","N/A","N/A","N/A","N/A","2","64","N/A"
"01-12-2024","00:00:00","2024-12-01T06:00:00+00:00","N/A","N/A","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","mg/m³","N/A","ppm","N/A","ppb","N/A","N/A","N/A","N/A","N/A","2","64","N/A"
"01-12-2024","01:00:00","2024-12-01T07:00:00+00:00","N/A","N/A","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","mg/m³","N/A","ppm","N/A","ppb","N/A","N/A","N/A","N/A","N/A","2","64","N/A"
"01-12-2024","02:00:00","2024-12-01T08:00:00+00:00","N/A","N/A","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","mg/m³","N/A","ppm","N/A","ppb","N/A","N/A","N/A","N/A","N/A","2","66","N/A"
"01-12-2024","03:00:00","2024-12-01T09:00:00+00:00","N/A","N/A","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","mg/m³","N/A","ppm","N/A","ppb","N/A","N/A","N/A","N/A","N/A","2","64","N/A"
"01-12-2024","04:00:00","2024-12-01T10:00:00+00:00","N/A","N/A","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","μg/m³","N/A","mg/m³","N/A","ppm","N/A","ppb","N/A","N/A","N/A","N/A","N/A","2","65","N/A"
