"Averaging time data supplied by EarthSense on 19/06/2025"
"Source","Zephyr"
"ID","Zephyr (1735)"
"Site Name","1735"
"Time Period","01/05/2025 00:00 - 31/05/2025 23:59"
"Timestamp","31/05/2025 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC3152"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"30-04-2025","17:00:00","2025-04-30T23:00:00+00:00","N/A","N/A","49.82","μg/m³","0","μg/m³","58.22","μg/m³","5.98","μg/m³","8.25","μg/m³","11.66","μg/m³","20.83","μg/m³","16.07","μg/m³","0.06","mg/m³","27.75","53.65","N/A","N/A","N/A","0","244","N/A"
"30-04-2025","18:00:00","2025-05-01T00:00:00+00:00","N/A","N/A","45.57","μg/m³","0","μg/m³","49.14","μg/m³","7.47","μg/m³","8.92","μg/m³","13.75","μg/m³","20.34","μg/m³","29.27","μg/m³","0.21","mg/m³","24.53","68.09","N/A","N/A","N/A","0","9","N/A"
"30-04-2025","19:00:00","2025-05-01T01:00:00+00:00","N/A","N/A","52.28","μg/m³","0","μg/m³","41.75","μg/m³","5.78","μg/m³","6.37","μg/m³","9.42","μg/m³","11.01","μg/m³","11.88","μg/m³","0.34","mg/m³","23.02","74.15","N/A","N/A","N/A","1","30","N/A"
"30-04-2025","20:00:00","2025-05-01T02:00:00+00:00","N/A","N/A","38.98","μg/m³","0","μg/m³","41.78","μg/m³","3.1","μg/m³","3.79","μg/m³","6.35","μg/m³","8.02","μg/m³","5.11","μg/m³","0.12","mg/m³","22.78","75.11","N/A","N/A","N/A","1","41","N/A"
"30-04-2025","21:00:00","2025-05-01T03:00:00+00:00","N/A","N/A","36.66","μg/m³","0","μg/m³","41.46","μg/m³","5.3","μg/m³","6.2","μg/m³","9.51","μg/m³","7.47","μg/m³","1.92","μg/m³","0.12","mg/m³","23.16","73.37","N/A","N/A","N/A","1","47","N/A"
"30-04-2025","22:00:00","2025-05-01T04:00:00+00:00","N/A","N/A","34.91","μg/m³","0","μg/m³","38.19","μg/m³","5.58","μg/m³","6.45","μg/m³","9.61","μg/m³","7.8","μg/m³","1.58","μg/m³","0.22","mg/m³","23.28","71.33","N/A","N/A","N/A","1","43","N/A"
"30-04-2025","23:00:00","2025-05-01T05:00:00+00:00","N/A","N/A","34.21","μg/m³","0","μg/m³","36.44","μg/m³","3.04","μg/m³","3.91","μg/m³","6.3","μg/m³","8.65","μg/m³","3.52","μg/m³","0.24","mg/m³","23.21","70.67","N/A","N/A","N/A","1","51","N/A"
"01-05-2025","00:00:00","2025-05-01T06:00:00+00:00","N/A","N/A","28.46","μg/m³","0","μg/m³","41.85","μg/m³","2.41","μg/m³","3.41","μg/m³","5.56","μg/m³","7.76","μg/m³","2.06","μg/m³","0.06","mg/m³","23.21","69.88","N/A","N/A","N/A","1","46","N/A"
"01-05-2025","01:00:00","2025-05-01T07:00:00+00:00","N/A","N/A","18","μg/m³","0","μg/m³","53.26","μg/m³","1.68","μg/m³","2.85","μg/m³","4.66","μg/m³","7.29","μg/m³","0.27","μg/m³","0","mg/m³","23.44","67.84","N/A","N/A","N/A","2","45","N/A"
"01-05-2025","02:00:00","2025-05-01T08:00:00+00:00","N/A","N/A","26.47","μg/m³","0","μg/m³","45.14","μg/m³","3.76","μg/m³","4.8","μg/m³","7.35","μg/m³","9.73","μg/m³","7.84","μg/m³","0.02","mg/m³","23.13","69.94","N/A","N/A","N/A","1","63","N/A"
"01-05-2025","03:00:00","2025-05-01T09:00:00+00:00","N/A","N/A","31.99","μg/m³","0","μg/m³","35.8","μg/m³","12.67","μg/m³","13.71","μg/m³","19.91","μg/m³","11.23","μg/m³","14.92","μg/m³","0.15","mg/m³","22.52","78.79","N/A","N/A","N/A","1","76","N/A"
"01-05-2025","04:00:00","2025-05-01T10:00:00+00:00","N/A","N/A","33.88","μg/m³","0","μg/m³","29.16","μg/m³","12.42","μg/m³","13.26","μg/m³","19.06","μg/m³","8.82","μg/m³","8.28","μg/m³","0.17","mg/m³","21.72","82.93","N/A","N/A","N/A","1","50","N/A"
"01-05-2025","05:00:00","2025-05-01T11:00:00+00:00","N/A","N/A","25.08","μg/m³","0","μg/m³","30.34","μg/m³","7","μg/m³","7.7","μg/m³","11.55","μg/m³","7.75","μg/m³","3.91","μg/m³","0.09","mg/m³","21.54","80.54","N/A","N/A","N/A","2","33","N/A"
"01-05-2025","06:00:00","2025-05-01T12:00:00+00:00","N/A","N/A","20.93","μg/m³","0.2","μg/m³","31.58","μg/m³","7.49","μg/m³","8.28","μg/m³","12.16","μg/m³","7.64","μg/m³","2.86","μg/m³","0.21","mg/m³","21.5","79.54","N/A","N/A","N/A","1","38","N/A"
"01-05-2025","07:00:00","2025-05-01T13:00:00+00:00","N/A","N/A","26.97","μg/m³","2.15","μg/m³","36.03","μg/m³","4.38","μg/m³","5.51","μg/m³","8.56","μg/m³","7.4","μg/m³","0.16","μg/m³","0.29","mg/m³","23","70.69","N/A","N/A","N/A","1","25","N/A"
"01-05-2025","08:00:00","2025-05-01T14:00:00+00:00","N/A","N/A","18.26","μg/m³","0","μg/m³","53.93","μg/m³","1.71","μg/m³","3.25","μg/m³","4.66","μg/m³","9.29","μg/m³","0","μg/m³","0.04","mg/m³","25.86","61.25","N/A","N/A","N/A","0","51","N/A"
"01-05-2025","09:00:00","2025-05-01T15:00:00+00:00","N/A","N/A","22.98","μg/m³","0","μg/m³","64.77","μg/m³","1.37","μg/m³","3.3","μg/m³","3.89","μg/m³","13.66","μg/m³","0","μg/m³","0","mg/m³","28.73","51.46","N/A","N/A","N/A","1","248","N/A"
"01-05-2025","10:00:00","2025-05-01T16:00:00+00:00","N/A","N/A","34.96","μg/m³","0","μg/m³","75.97","μg/m³","1.82","μg/m³","3.93","μg/m³","4.37","μg/m³","18.95","μg/m³","0","μg/m³","0.01","mg/m³","31.56","44.53","N/A","N/A","N/A","1","235","N/A"
"01-05-2025","11:00:00","2025-05-01T17:00:00+00:00","N/A","N/A","50.24","μg/m³","0","μg/m³","86.33","μg/m³","2.3","μg/m³","4.6","μg/m³","5.02","μg/m³","24.74","μg/m³","0.04","μg/m³","0","mg/m³","34.11","39.18","N/A","N/A","N/A","2","242","N/A"
"01-05-2025","12:00:00","2025-05-01T18:00:00+00:00","N/A","N/A","64.79","μg/m³","0","μg/m³","102.95","μg/m³","3.37","μg/m³","5.92","μg/m³","7","μg/m³","27.28","μg/m³","0.13","μg/m³","0.01","mg/m³","35.42","35.66","N/A","N/A","N/A","3","251","N/A"
"01-05-2025","13:00:00","2025-05-01T19:00:00+00:00","N/A","N/A","90.91","μg/m³","0","μg/m³","116.12","μg/m³","10.78","μg/m³","14.81","μg/m³","21.22","μg/m³","33.9","μg/m³","24.23","μg/m³","0.04","mg/m³","35.56","40.36","N/A","N/A","N/A","2","254","N/A"
