"Averaging time data supplied by EarthSense on 19/06/2025"
"Source","Zephyr"
"ID","Zephyr (1653)"
"Site Name","1653"
"Time Period","01/04/2025 00:00 - 30/04/2025 23:59"
"Timestamp","30/04/2025 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC3142"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"31-03-2025","17:00:00","2025-03-31T23:00:00+00:00","9.936176","-84.045122","29.71","μg/m³","0","μg/m³","81.06","μg/m³","6.4","μg/m³","9.18","μg/m³","13.05","μg/m³","16.57","μg/m³","25.08","μg/m³","0","mg/m³","25.43","60.5","N/A","N/A","N/A","1","32","N/A"
"31-03-2025","18:00:00","2025-04-01T00:00:00+00:00","9.936185","-84.045103","33.27","μg/m³","0","μg/m³","67.96","μg/m³","8.84","μg/m³","11.8","μg/m³","17.1","μg/m³","11.69","μg/m³","16.43","μg/m³","0.08","mg/m³","23.01","69.89","N/A","N/A","N/A","1","43","N/A"
"31-03-2025","19:00:00","2025-04-01T01:00:00+00:00","9.936191","-84.045109","32.08","μg/m³","0","μg/m³","56.33","μg/m³","5.82","μg/m³","7.73","μg/m³","11.7","μg/m³","8.75","μg/m³","8.72","μg/m³","0.18","mg/m³","22.13","74.7","N/A","N/A","N/A","1","52","N/A"
"31-03-2025","20:00:00","2025-04-01T02:00:00+00:00","9.936164","-84.045108","26.62","μg/m³","0","μg/m³","51.43","μg/m³","2.6","μg/m³","3.96","μg/m³","6.9","μg/m³","7.09","μg/m³","4.91","μg/m³","0.19","mg/m³","21.51","76.67","N/A","N/A","N/A","1","64","N/A"
"31-03-2025","21:00:00","2025-04-01T03:00:00+00:00","9.936175","-84.045137","23.13","μg/m³","0","μg/m³","47.55","μg/m³","5.63","μg/m³","7.53","μg/m³","11.62","μg/m³","6.94","μg/m³","5.34","μg/m³","0.22","mg/m³","21.2","77.17","N/A","N/A","N/A","1","79","N/A"
"31-03-2025","22:00:00","2025-04-01T04:00:00+00:00","9.93619","-84.045154","17.29","μg/m³","0","μg/m³","42.91","μg/m³","5.19","μg/m³","6.56","μg/m³","10.3","μg/m³","3.93","μg/m³","0.81","μg/m³","0.22","mg/m³","19.99","76.52","N/A","N/A","N/A","2","66","N/A"
"31-03-2025","23:00:00","2025-04-01T05:00:00+00:00","9.936174","-84.045123","7.08","μg/m³","0","μg/m³","53.45","μg/m³","3.72","μg/m³","5.33","μg/m³","8.21","μg/m³","0.97","μg/m³","0","μg/m³","0.11","mg/m³","19.85","68.55","N/A","N/A","N/A","1","66","N/A"
"01-04-2025","00:00:00","2025-04-01T06:00:00+00:00","9.936155","-84.045085","3.88","μg/m³","0","μg/m³","64.94","μg/m³","4.37","μg/m³","6.11","μg/m³","9.44","μg/m³","2.26","μg/m³","2.57","μg/m³","0.08","mg/m³","19.79","69.11","N/A","N/A","N/A","1","79","N/A"
"01-04-2025","01:00:00","2025-04-01T07:00:00+00:00","9.936141","-84.045093","13.32","μg/m³","0","μg/m³","58.51","μg/m³","5.84","μg/m³","7.34","μg/m³","11.12","μg/m³","4.04","μg/m³","4.74","μg/m³","0.18","mg/m³","20.13","73.06","N/A","N/A","N/A","2","81","N/A"
"01-04-2025","02:00:00","2025-04-01T08:00:00+00:00","9.936124","-84.0451","11.63","μg/m³","0","μg/m³","57.96","μg/m³","6.4","μg/m³","8.18","μg/m³","12.35","μg/m³","3.39","μg/m³","3.17","μg/m³","0.11","mg/m³","20.09","73.28","N/A","N/A","N/A","2","81","N/A"
