"Averaging time data supplied by EarthSense on 19/06/2025"
"Source","Zephyr"
"ID","Zephyr (1777)"
"Site Name","1777"
"Time Period","01/05/2025 00:00 - 31/05/2025 23:59"
"Timestamp","31/05/2025 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC3224"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"30-04-2025","17:00:00","2025-04-30T23:00:00+00:00","N/A","N/A","79.94","μg/m³","0","μg/m³","55.89","μg/m³","11.23","μg/m³","12.75","μg/m³","17.83","μg/m³","34.93","μg/m³","37.91","μg/m³","0","mg/m³","26.59","67.63","N/A","N/A","N/A","0","244","N/A"
"30-04-2025","18:00:00","2025-05-01T00:00:00+00:00","N/A","N/A","62.28","μg/m³","0","μg/m³","43.09","μg/m³","11.85","μg/m³","13.01","μg/m³","18.03","μg/m³","28.72","μg/m³","24.98","μg/m³","0","mg/m³","24.25","77.45","N/A","N/A","N/A","0","9","N/A"
"30-04-2025","19:00:00","2025-05-01T01:00:00+00:00","N/A","N/A","62.11","μg/m³","0","μg/m³","16.01","μg/m³","11.57","μg/m³","12.54","μg/m³","17.33","μg/m³","25.42","μg/m³","14.69","μg/m³","0","mg/m³","23.26","83.08","N/A","N/A","N/A","1","30","N/A"
"30-04-2025","20:00:00","2025-05-01T02:00:00+00:00","N/A","N/A","57.65","μg/m³","0","μg/m³","7.83","μg/m³","13.64","μg/m³","14.71","μg/m³","20.47","μg/m³","24.45","μg/m³","11.55","μg/m³","0","mg/m³","22.96","86.42","N/A","N/A","N/A","1","41","N/A"
"30-04-2025","21:00:00","2025-05-01T03:00:00+00:00","N/A","N/A","45.01","μg/m³","0","μg/m³","9.52","μg/m³","14.66","μg/m³","16.15","μg/m³","23.3","μg/m³","22.94","μg/m³","7.86","μg/m³","0","mg/m³","22.79","87.24","N/A","N/A","N/A","1","47","N/A"
"30-04-2025","22:00:00","2025-05-01T04:00:00+00:00","N/A","N/A","45.35","μg/m³","0","μg/m³","2.95","μg/m³","13.32","μg/m³","14.66","μg/m³","20.62","μg/m³","22.55","μg/m³","6.66","μg/m³","0","mg/m³","22.6","87.72","N/A","N/A","N/A","1","43","N/A"
"30-04-2025","23:00:00","2025-05-01T05:00:00+00:00","N/A","N/A","42.44","μg/m³","0","μg/m³","0.48","μg/m³","11.75","μg/m³","13.09","μg/m³","18.63","μg/m³","22.53","μg/m³","6","μg/m³","0","mg/m³","22.34","87.23","N/A","N/A","N/A","1","51","N/A"
"01-05-2025","00:00:00","2025-05-01T06:00:00+00:00","N/A","N/A","44.14","μg/m³","0","μg/m³","0.06","μg/m³","9.17","μg/m³","10.43","μg/m³","14.97","μg/m³","22.35","μg/m³","7.05","μg/m³","0","mg/m³","22.14","86.87","N/A","N/A","N/A","1","46","N/A"
"01-05-2025","01:00:00","2025-05-01T07:00:00+00:00","N/A","N/A","47.47","μg/m³","0","μg/m³","0","μg/m³","10.56","μg/m³","11.88","μg/m³","16.54","μg/m³","25.13","μg/m³","9.95","μg/m³","0","mg/m³","22.1","88.2","N/A","N/A","N/A","2","45","N/A"
"01-05-2025","02:00:00","2025-05-01T08:00:00+00:00","N/A","N/A","40.16","μg/m³","0","μg/m³","0","μg/m³","9.8","μg/m³","11.39","μg/m³","16.19","μg/m³","23.57","μg/m³","7.68","μg/m³","0","mg/m³","21.97","87.95","N/A","N/A","N/A","1","63","N/A"
"01-05-2025","03:00:00","2025-05-01T09:00:00+00:00","N/A","N/A","37.66","μg/m³","0","μg/m³","0","μg/m³","8.66","μg/m³","10.61","μg/m³","15.37","μg/m³","22.72","μg/m³","8","μg/m³","0","mg/m³","21.71","87.55","N/A","N/A","N/A","1","76","N/A"
"01-05-2025","04:00:00","2025-05-01T10:00:00+00:00","N/A","N/A","38.55","μg/m³","0","μg/m³","0","μg/m³","9.8","μg/m³","11.66","μg/m³","16.6","μg/m³","24.2","μg/m³","10.05","μg/m³","0","mg/m³","21.41","88.65","N/A","N/A","N/A","1","50","N/A"
"01-05-2025","05:00:00","2025-05-01T11:00:00+00:00","N/A","N/A","29.01","μg/m³","0","μg/m³","0","μg/m³","8.96","μg/m³","10.99","μg/m³","15.87","μg/m³","23.05","μg/m³","6.83","μg/m³","0","mg/m³","21.36","87.93","N/A","N/A","N/A","2","33","N/A"
"01-05-2025","06:00:00","2025-05-01T12:00:00+00:00","N/A","N/A","34.25","μg/m³","0","μg/m³","0","μg/m³","9.84","μg/m³","11.55","μg/m³","16.59","μg/m³","26.48","μg/m³","11.45","μg/m³","0","mg/m³","21.26","87.73","N/A","N/A","N/A","1","38","N/A"
"01-05-2025","07:00:00","2025-05-01T13:00:00+00:00","N/A","N/A","30.75","μg/m³","0","μg/m³","0.07","μg/m³","10.04","μg/m³","11.6","μg/m³","16.66","μg/m³","27.08","μg/m³","7.59","μg/m³","0","mg/m³","22.07","86.42","N/A","N/A","N/A","1","25","N/A"
"01-05-2025","08:00:00","2025-05-01T14:00:00+00:00","N/A","N/A","29.64","μg/m³","0","μg/m³","4.91","μg/m³","6.56","μg/m³","8.03","μg/m³","12.01","μg/m³","23.8","μg/m³","0.92","μg/m³","0","mg/m³","24.99","76.82","N/A","N/A","N/A","0","51","N/A"
"01-05-2025","09:00:00","2025-05-01T15:00:00+00:00","N/A","N/A","47.1","μg/m³","0","μg/m³","12.62","μg/m³","6.28","μg/m³","8.48","μg/m³","12.11","μg/m³","24.39","μg/m³","0.19","μg/m³","0","mg/m³","28.99","62.99","N/A","N/A","N/A","1","248","N/A"
"01-05-2025","10:00:00","2025-05-01T16:00:00+00:00","N/A","N/A","60.02","μg/m³","0","μg/m³","36.36","μg/m³","2.2","μg/m³","4.13","μg/m³","5.12","μg/m³","21.82","μg/m³","0.01","μg/m³","0","mg/m³","31.87","51.75","N/A","N/A","N/A","1","235","N/A"
"01-05-2025","11:00:00","2025-05-01T17:00:00+00:00","N/A","N/A","121.22","μg/m³","0","μg/m³","53.15","μg/m³","1.38","μg/m³","3.87","μg/m³","4.26","μg/m³","24.39","μg/m³","0.02","μg/m³","0","mg/m³","35.48","40.46","N/A","N/A","N/A","2","242","N/A"
"01-05-2025","12:00:00","2025-05-01T18:00:00+00:00","N/A","N/A","185.37","μg/m³","0","μg/m³","74.91","μg/m³","4.45","μg/m³","7.62","μg/m³","9.66","μg/m³","33.75","μg/m³","29.18","μg/m³","0","mg/m³","36.24","40.2","N/A","N/A","N/A","3","251","N/A"
"01-05-2025","13:00:00","2025-05-01T19:00:00+00:00","N/A","N/A","159.05","μg/m³","0","μg/m³","91.06","μg/m³","7.2","μg/m³","9.94","μg/m³","13.31","μg/m³","36","μg/m³","33.18","μg/m³","0","mg/m³","34.61","47.52","N/A","N/A","N/A","2","254","N/A"
"01-05-2025","14:00:00","2025-05-01T20:00:00+00:00","N/A","N/A","124.28","μg/m³","0","μg/m³","85.9","μg/m³","9.7","μg/m³","12.52","μg/m³","17.14","μg/m³","33.39","μg/m³","23.05","μg/m³","0","mg/m³","33.23","50.13","N/A","N/A","N/A","1","260","N/A"
"01-05-2025","15:00:00","2025-05-01T21:00:00+00:00","N/A","N/A","88.84","μg/m³","0","μg/m³","73.14","μg/m³","8.65","μg/m³","10.39","μg/m³","14.28","μg/m³","31.22","μg/m³","31.86","μg/m³","0","mg/m³","29.67","55.56","N/A","N/A","N/A","0","5","N/A"
"01-05-2025","16:00:00","2025-05-01T22:00:00+00:00","N/A","N/A","69.16","μg/m³","0","μg/m³","52.82","μg/m³","5.92","μg/m³","6.93","μg/m³","10.29","μg/m³","29.16","μg/m³","38.4","μg/m³","0","mg/m³","23.17","74.42","N/A","N/A","N/A","1","40","N/A"
"01-05-2025","17:00:00","2025-05-01T23:00:00+00:00","N/A","N/A","53.26","μg/m³","0","μg/m³","33.37","μg/m³","6.4","μg/m³","7.13","μg/m³","10.63","μg/m³","24.11","μg/m³","16.67","μg/m³","0","mg/m³","22.84","80.38","N/A","N/A","N/A","0","11","N/A"
"01-05-2025","18:00:00","2025-05-02T00:00:00+00:00","N/A","N/A","50.89","μg/m³","0","μg/m³","21.27","μg/m³","6.08","μg/m³","6.73","μg/m³","10.28","μg/m³","21.93","μg/m³","10.61","μg/m³","0","mg/m³","22.67","82.06","N/A","N/A","N/A","1","14","N/A"
"01-05-2025","19:00:00","2025-05-02T01:00:00+00:00","N/A","N/A","70.74","μg/m³","0","μg/m³","2.42","μg/m³","10.49","μg/m³","11.27","μg/m³","15.18","μg/m³","25.41","μg/m³","12.34","μg/m³","0","mg/m³","22.59","83.67","N/A","N/A","N/A","1","37","N/A"
