"Averaging time data supplied by EarthSense on 19/06/2025"
"Source","Zephyr"
"ID","Zephyr (1777)"
"Site Name","1777"
"Time Period","01/04/2025 00:00 - 30/04/2025 23:59"
"Timestamp","30/04/2025 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC3224"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"31-03-2025","17:00:00","2025-03-31T23:00:00+00:00","N/A","N/A","82.58","μg/m³","0","μg/m³","67.73","μg/m³","18","μg/m³","22.59","μg/m³","36.59","μg/m³","31.1","μg/m³","11.1","μg/m³","0","mg/m³","30.64","53.92","N/A","N/A","N/A","0","242","N/A"
"31-03-2025","18:00:00","2025-04-01T00:00:00+00:00","N/A","N/A","50.98","μg/m³","0","μg/m³","58.84","μg/m³","9.63","μg/m³","12.99","μg/m³","18.53","μg/m³","27.97","μg/m³","14.7","μg/m³","0","mg/m³","27.41","56.97","N/A","N/A","N/A","0","271","N/A"
"31-03-2025","19:00:00","2025-04-01T01:00:00+00:00","N/A","N/A","51.6","μg/m³","0","μg/m³","50.14","μg/m³","8.16","μg/m³","10.74","μg/m³","15.06","μg/m³","28.07","μg/m³","18.7","μg/m³","0","mg/m³","25.57","63.44","N/A","N/A","N/A","0","15","N/A"
"31-03-2025","20:00:00","2025-04-01T02:00:00+00:00","N/A","N/A","63.87","μg/m³","0","μg/m³","33.57","μg/m³","13.62","μg/m³","16.39","μg/m³","24.36","μg/m³","27.88","μg/m³","18.61","μg/m³","0","mg/m³","25.12","67.78","N/A","N/A","N/A","1","57","N/A"
"31-03-2025","21:00:00","2025-04-01T03:00:00+00:00","N/A","N/A","50.77","μg/m³","0","μg/m³","37.38","μg/m³","17.07","μg/m³","19.7","μg/m³","30.48","μg/m³","26.81","μg/m³","15.23","μg/m³","0","mg/m³","24.68","72.42","N/A","N/A","N/A","1","60","N/A"
"31-03-2025","22:00:00","2025-04-01T04:00:00+00:00","N/A","N/A","57.55","μg/m³","0","μg/m³","19.5","μg/m³","17.77","μg/m³","20.26","μg/m³","31.17","μg/m³","26.07","μg/m³","15.36","μg/m³","0","mg/m³","23.88","75.97","N/A","N/A","N/A","1","35","N/A"
"31-03-2025","23:00:00","2025-04-01T05:00:00+00:00","N/A","N/A","61.35","μg/m³","0","μg/m³","8.79","μg/m³","18.74","μg/m³","20.94","μg/m³","32.08","μg/m³","25.45","μg/m³","13.36","μg/m³","0","mg/m³","23.25","79.14","N/A","N/A","N/A","2","36","N/A"
"01-04-2025","00:00:00","2025-04-01T06:00:00+00:00","N/A","N/A","11.62","μg/m³","0","μg/m³","22.66","μg/m³","8.18","μg/m³","9.83","μg/m³","14.42","μg/m³","12.02","μg/m³","1.75","μg/m³","0","mg/m³","22.73","68.6","N/A","N/A","N/A","2","39","N/A"
"01-04-2025","01:00:00","2025-04-01T07:00:00+00:00","N/A","N/A","20.41","μg/m³","0","μg/m³","27.79","μg/m³","4.15","μg/m³","5.82","μg/m³","8.26","μg/m³","15.61","μg/m³","0.7","μg/m³","0","mg/m³","22.12","61.91","N/A","N/A","N/A","2","46","N/A"
"01-04-2025","02:00:00","2025-04-01T08:00:00+00:00","N/A","N/A","28.93","μg/m³","0","μg/m³","30","μg/m³","5.76","μg/m³","7.39","μg/m³","10.59","μg/m³","20.22","μg/m³","10.9","μg/m³","0","mg/m³","21.7","63.35","N/A","N/A","N/A","2","49","N/A"
