"Averaging time data supplied by EarthSense on 23/04/2025"
"Source","Zephyr"
"ID","Zephyr (1775)"
"Site Name","1775"
"Time Period","01/03/2025 00:00 - 31/03/2025 23:59"
"Timestamp","31/03/2025 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC3150"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","CO2 Concentration","CO2 Unit","TVOC Concentration","TVOC Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"01-03-2025","03:00:00","2025-03-01T09:00:00+00:00","N/A","N/A","5.44","μg/m³","0.05","μg/m³","73","μg/m³","5.74","μg/m³","7.57","μg/m³","11.25","μg/m³","2.19","μg/m³","0","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","21.72","56.76","N/A","N/A","N/A","3","49","N/A"
"01-03-2025","04:00:00","2025-03-01T10:00:00+00:00","N/A","N/A","5.18","μg/m³","0","μg/m³","72.18","μg/m³","4.83","μg/m³","6.62","μg/m³","9.54","μg/m³","3.22","μg/m³","0.18","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","21.62","56.15","N/A","N/A","N/A","3","49","N/A"
"01-03-2025","05:00:00","2025-03-01T11:00:00+00:00","N/A","N/A","12.77","μg/m³","0","μg/m³","65.72","μg/m³","4.88","μg/m³","6.61","μg/m³","10","μg/m³","5.57","μg/m³","6.16","μg/m³","0.02","mg/m³","N/A","ppm","N/A","ppb","21.45","58.44","N/A","N/A","N/A","3","50","N/A"
"01-03-2025","06:00:00","2025-03-01T12:00:00+00:00","N/A","N/A","21.77","μg/m³","0","μg/m³","53.64","μg/m³","6.62","μg/m³","8.4","μg/m³","13.55","μg/m³","5.2","μg/m³","7.48","μg/m³","0.16","mg/m³","N/A","ppm","N/A","ppb","20.7","62.22","N/A","N/A","N/A","3","49","N/A"
"01-03-2025","07:00:00","2025-03-01T13:00:00+00:00","N/A","N/A","25.1","μg/m³","0.72","μg/m³","58.92","μg/m³","6.09","μg/m³","8.46","μg/m³","13.86","μg/m³","4.61","μg/m³","0.61","μg/m³","0.24","mg/m³","N/A","ppm","N/A","ppb","22.73","57.22","N/A","N/A","N/A","2","51","N/A"
"01-03-2025","08:00:00","2025-03-01T14:00:00+00:00","N/A","N/A","9.7","μg/m³","1.42","μg/m³","74.3","μg/m³","3.94","μg/m³","6.95","μg/m³","10.35","μg/m³","7.55","μg/m³","0","μg/m³","0.03","mg/m³","N/A","ppm","N/A","ppb","27.2","41.13","N/A","N/A","N/A","2","53","N/A"
"01-03-2025","09:00:00","2025-03-01T15:00:00+00:00","N/A","N/A","6.51","μg/m³","0.06","μg/m³","85.99","μg/m³","1.66","μg/m³","4.76","μg/m³","6.03","μg/m³","13.98","μg/m³","0","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","29.64","33.7","N/A","N/A","N/A","1","51","N/A"
"01-03-2025","10:00:00","2025-03-01T16:00:00+00:00","N/A","N/A","13.33","μg/m³","0","μg/m³","92.42","μg/m³","1.21","μg/m³","4.34","μg/m³","5.55","μg/m³","18.71","μg/m³","2.62","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","30.29","31.52","N/A","N/A","N/A","2","53","N/A"
"01-03-2025","11:00:00","2025-03-01T17:00:00+00:00","N/A","N/A","20.44","μg/m³","0.01","μg/m³","95.52","μg/m³","1.1","μg/m³","4.08","μg/m³","4.5","μg/m³","20.99","μg/m³","1.89","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","31.09","30.43","N/A","N/A","N/A","2","49","N/A"
"01-03-2025","12:00:00","2025-03-01T18:00:00+00:00","N/A","N/A","31.22","μg/m³","0","μg/m³","99.74","μg/m³","1.1","μg/m³","4.08","μg/m³","4.5","μg/m³","24.37","μg/m³","2.14","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","32.6","28.9","N/A","N/A","N/A","1","40","N/A"
"01-03-2025","13:00:00","2025-03-01T19:00:00+00:00","N/A","N/A","53.21","μg/m³","0","μg/m³","100.53","μg/m³","2.03","μg/m³","4.98","μg/m³","5.47","μg/m³","29.54","μg/m³","5.74","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","34.24","29.55","N/A","N/A","N/A","0","342","N/A"
"01-03-2025","14:00:00","2025-03-01T20:00:00+00:00","N/A","N/A","76.87","μg/m³","0","μg/m³","102.09","μg/m³","3.05","μg/m³","6.05","μg/m³","6.64","μg/m³","34.27","μg/m³","0.6","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","37.49","26.16","N/A","N/A","N/A","1","214","N/A"
"01-03-2025","15:00:00","2025-03-01T21:00:00+00:00","N/A","N/A","94.69","μg/m³","0","μg/m³","97.13","μg/m³","4.29","μg/m³","7.43","μg/m³","8.58","μg/m³","38.81","μg/m³","5.29","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","38.7","24.69","N/A","N/A","N/A","2","203","N/A"
"01-03-2025","16:00:00","2025-03-01T22:00:00+00:00","N/A","N/A","100.79","μg/m³","0","μg/m³","91.27","μg/m³","4.7","μg/m³","7.77","μg/m³","8.93","μg/m³","40.31","μg/m³","16.25","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","38.45","25.52","N/A","N/A","N/A","1","186","N/A"
"01-03-2025","17:00:00","2025-03-01T23:00:00+00:00","N/A","N/A","84.52","μg/m³","0","μg/m³","80.53","μg/m³","4.88","μg/m³","7.64","μg/m³","8.93","μg/m³","37.71","μg/m³","29.53","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","35.43","29.99","N/A","N/A","N/A","0","64","N/A"
"01-03-2025","18:00:00","2025-03-02T00:00:00+00:00","N/A","N/A","46.95","μg/m³","0","μg/m³","68.08","μg/m³","6.86","μg/m³","9.21","μg/m³","12.31","μg/m³","30.58","μg/m³","42.24","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","28.26","42.29","N/A","N/A","N/A","2","42","N/A"
"01-03-2025","19:00:00","2025-03-02T01:00:00+00:00","N/A","N/A","46.38","μg/m³","0","μg/m³","59.08","μg/m³","6.72","μg/m³","8.6","μg/m³","12.29","μg/m³","21.18","μg/m³","28.72","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","24.44","54.36","N/A","N/A","N/A","2","47","N/A"
"01-03-2025","20:00:00","2025-03-02T02:00:00+00:00","N/A","N/A","37.87","μg/m³","0","μg/m³","58.77","μg/m³","4.38","μg/m³","5.97","μg/m³","8.77","μg/m³","12.96","μg/m³","11.06","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","23.23","58.47","N/A","N/A","N/A","2","47","N/A"
"01-03-2025","21:00:00","2025-03-02T03:00:00+00:00","N/A","N/A","33.23","μg/m³","0","μg/m³","55.56","μg/m³","3.02","μg/m³","4.39","μg/m³","6.78","μg/m³","11.35","μg/m³","11.84","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","22.74","63.52","N/A","N/A","N/A","3","47","N/A"
"01-03-2025","22:00:00","2025-03-02T04:00:00+00:00","N/A","N/A","27.36","μg/m³","0","μg/m³","57.13","μg/m³","1.19","μg/m³","2.63","μg/m³","4.29","μg/m³","7.23","μg/m³","2.66","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","22.37","64.52","N/A","N/A","N/A","3","48","N/A"
"01-03-2025","23:00:00","2025-03-02T05:00:00+00:00","N/A","N/A","23.25","μg/m³","0","μg/m³","58.59","μg/m³","0.56","μg/m³","2.01","μg/m³","3.5","μg/m³","5.79","μg/m³","1.7","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","22.1","65.05","N/A","N/A","N/A","3","47","N/A"
"02-03-2025","00:00:00","2025-03-02T06:00:00+00:00","N/A","N/A","20.85","μg/m³","0","μg/m³","59.16","μg/m³","0.73","μg/m³","2.21","μg/m³","3.82","μg/m³","5.32","μg/m³","2.76","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","21.91","65.37","N/A","N/A","N/A","3","47","N/A"
"02-03-2025","01:00:00","2025-03-02T07:00:00+00:00","N/A","N/A","23.26","μg/m³","0","μg/m³","54.28","μg/m³","2.38","μg/m³","3.66","μg/m³","5.98","μg/m³","5.45","μg/m³","2.14","μg/m³","0.02","mg/m³","N/A","ppm","N/A","ppb","21.72","66.18","N/A","N/A","N/A","3","48","N/A"
"02-03-2025","02:00:00","2025-03-02T08:00:00+00:00","N/A","N/A","18.95","μg/m³","0","μg/m³","57.01","μg/m³","2.14","μg/m³","3.44","μg/m³","5.83","μg/m³","4.87","μg/m³","2.05","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","21.5","67.39","N/A","N/A","N/A","3","48","N/A"
"02-03-2025","03:00:00","2025-03-02T09:00:00+00:00","N/A","N/A","13.44","μg/m³","0","μg/m³","59.68","μg/m³","1.61","μg/m³","3.01","μg/m³","5","μg/m³","3.15","μg/m³","0.17","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","21.26","66.49","N/A","N/A","N/A","3","48","N/A"
"02-03-2025","04:00:00","2025-03-02T10:00:00+00:00","N/A","N/A","11.31","μg/m³","0","μg/m³","59.88","μg/m³","1.48","μg/m³","3","μg/m³","4.82","μg/m³","3.02","μg/m³","0.11","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","21.06","65.25","N/A","N/A","N/A","3","48","N/A"
"02-03-2025","05:00:00","2025-03-02T11:00:00+00:00","N/A","N/A","11.65","μg/m³","0","μg/m³","59.81","μg/m³","1.15","μg/m³","2.67","μg/m³","4.52","μg/m³","3.08","μg/m³","0.56","μg/m³","0.02","mg/m³","N/A","ppm","N/A","ppb","20.89","65.41","N/A","N/A","N/A","3","48","N/A"
"02-03-2025","06:00:00","2025-03-02T12:00:00+00:00","N/A","N/A","14.84","μg/m³","0","μg/m³","62.47","μg/m³","1.46","μg/m³","2.82","μg/m³","4.85","μg/m³","3.61","μg/m³","3.82","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","20.88","66.87","N/A","N/A","N/A","3","48","N/A"
"02-03-2025","07:00:00","2025-03-02T13:00:00+00:00","N/A","N/A","18.91","μg/m³","0","μg/m³","59.62","μg/m³","1.52","μg/m³","2.89","μg/m³","5","μg/m³","4.41","μg/m³","1.49","μg/m³","0.03","mg/m³","N/A","ppm","N/A","ppb","21.64","66.61","N/A","N/A","N/A","2","51","N/A"
"02-03-2025","08:00:00","2025-03-02T14:00:00+00:00","N/A","N/A","22.6","μg/m³","0","μg/m³","66.55","μg/m³","0.89","μg/m³","2.65","μg/m³","3.85","μg/m³","7.31","μg/m³","0.19","μg/m³","0.05","mg/m³","N/A","ppm","N/A","ppb","25.09","58.34","N/A","N/A","N/A","2","57","N/A"
"02-03-2025","09:00:00","2025-03-02T15:00:00+00:00","N/A","N/A","9.52","μg/m³","0","μg/m³","75.69","μg/m³","0.26","μg/m³","2.47","μg/m³","2.89","μg/m³","10.54","μg/m³","0","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","28.01","48.04","N/A","N/A","N/A","1","59","N/A"
"02-03-2025","10:00:00","2025-03-02T16:00:00+00:00","N/A","N/A","4.7","μg/m³","0.02","μg/m³","85.42","μg/m³","0.21","μg/m³","2.66","μg/m³","2.96","μg/m³","13.07","μg/m³","0","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","28.72","41.75","N/A","N/A","N/A","1","42","N/A"
"02-03-2025","11:00:00","2025-03-02T17:00:00+00:00","N/A","N/A","13.34","μg/m³","0","μg/m³","87.78","μg/m³","0.46","μg/m³","3.03","μg/m³","3.35","μg/m³","16.72","μg/m³","0.64","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","29.36","38.89","N/A","N/A","N/A","3","40","N/A"
"02-03-2025","12:00:00","2025-03-02T18:00:00+00:00","N/A","N/A","25.52","μg/m³","0","μg/m³","90.63","μg/m³","1.9","μg/m³","4.54","μg/m³","5.41","μg/m³","21.45","μg/m³","0.43","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","31.42","37.23","N/A","N/A","N/A","3","42","N/A"
"02-03-2025","13:00:00","2025-03-02T19:00:00+00:00","N/A","N/A","30.76","μg/m³","0","μg/m³","93.59","μg/m³","3.33","μg/m³","6.15","μg/m³","7.42","μg/m³","24.75","μg/m³","0.45","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","33.13","32.87","N/A","N/A","N/A","1","23","N/A"
"02-03-2025","14:00:00","2025-03-02T20:00:00+00:00","N/A","N/A","47.99","μg/m³","0","μg/m³","97.69","μg/m³","3.5","μg/m³","6.45","μg/m³","7.83","μg/m³","29.29","μg/m³","0.45","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","35.28","28.05","N/A","N/A","N/A","0","233","N/A"
"02-03-2025","15:00:00","2025-03-02T21:00:00+00:00","N/A","N/A","68.65","μg/m³","0","μg/m³","94.64","μg/m³","2.24","μg/m³","5.26","μg/m³","5.91","μg/m³","34.09","μg/m³","2.58","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","36.79","26.19","N/A","N/A","N/A","1","80","N/A"
"02-03-2025","16:00:00","2025-03-02T22:00:00+00:00","N/A","N/A","75.81","μg/m³","0","μg/m³","91.5","μg/m³","2.45","μg/m³","5.46","μg/m³","6.04","μg/m³","36","μg/m³","9.94","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","36.77","26.11","N/A","N/A","N/A","1","46","N/A"
"02-03-2025","17:00:00","2025-03-02T23:00:00+00:00","N/A","N/A","67.06","μg/m³","0","μg/m³","83.81","μg/m³","2.07","μg/m³","4.91","μg/m³","5.46","μg/m³","34.41","μg/m³","22.83","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","34.43","29.64","N/A","N/A","N/A","2","20","N/A"
"02-03-2025","18:00:00","2025-03-03T00:00:00+00:00","N/A","N/A","40.39","μg/m³","0","μg/m³","74.52","μg/m³","1.93","μg/m³","4.39","μg/m³","4.98","μg/m³","28.58","μg/m³","35.17","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","28.62","39.2","N/A","N/A","N/A","2","40","N/A"
"02-03-2025","19:00:00","2025-03-03T01:00:00+00:00","N/A","N/A","38.48","μg/m³","0","μg/m³","67.65","μg/m³","2.18","μg/m³","4.21","μg/m³","5.57","μg/m³","20.05","μg/m³","27.24","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","24.38","51.38","N/A","N/A","N/A","2","42","N/A"
"02-03-2025","20:00:00","2025-03-03T02:00:00+00:00","N/A","N/A","32.88","μg/m³","0","μg/m³","64.42","μg/m³","2.09","μg/m³","3.91","μg/m³","5.81","μg/m³","12.95","μg/m³","14.34","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","22.94","57.31","N/A","N/A","N/A","2","45","N/A"
"02-03-2025","21:00:00","2025-03-03T03:00:00+00:00","N/A","N/A","25.94","μg/m³","0","μg/m³","65.78","μg/m³","1.68","μg/m³","3.32","μg/m³","5.25","μg/m³","8.42","μg/m³","7.09","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","22.24","60.77","N/A","N/A","N/A","3","49","N/A"
"02-03-2025","22:00:00","2025-03-03T04:00:00+00:00","N/A","N/A","23.45","μg/m³","0","μg/m³","66.32","μg/m³","1.54","μg/m³","3.2","μg/m³","5.21","μg/m³","6.32","μg/m³","4.04","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","21.98","62.15","N/A","N/A","N/A","2","50","N/A"
"02-03-2025","23:00:00","2025-03-03T05:00:00+00:00","N/A","N/A","20.72","μg/m³","0","μg/m³","62.6","μg/m³","1.72","μg/m³","3.3","μg/m³","5.53","μg/m³","5.44","μg/m³","4.26","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","21.52","64.23","N/A","N/A","N/A","3","48","N/A"
"03-03-2025","00:00:00","2025-03-03T06:00:00+00:00","N/A","N/A","18.88","μg/m³","0","μg/m³","65.46","μg/m³","2.71","μg/m³","4.59","μg/m³","7.53","μg/m³","3.81","μg/m³","0.91","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","21.36","64.28","N/A","N/A","N/A","3","51","N/A"
"03-03-2025","01:00:00","2025-03-03T07:00:00+00:00","N/A","N/A","16.56","μg/m³","0","μg/m³","64.35","μg/m³","2.76","μg/m³","4.36","μg/m³","7.24","μg/m³","3.8","μg/m³","2.63","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","21.03","65.83","N/A","N/A","N/A","3","50","N/A"
"03-03-2025","02:00:00","2025-03-03T08:00:00+00:00","N/A","N/A","15.13","μg/m³","0","μg/m³","64.76","μg/m³","1.67","μg/m³","3.1","μg/m³","5.32","μg/m³","2.63","μg/m³","0.57","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","20.83","66.01","N/A","N/A","N/A","3","50","N/A"
"03-03-2025","03:00:00","2025-03-03T09:00:00+00:00","N/A","N/A","14.64","μg/m³","0","μg/m³","64.04","μg/m³","5.22","μg/m³","6.59","μg/m³","10.67","μg/m³","2.46","μg/m³","1.59","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","20.48","67.1","N/A","N/A","N/A","3","49","N/A"
"03-03-2025","04:00:00","2025-03-03T10:00:00+00:00","N/A","N/A","13.78","μg/m³","0","μg/m³","63.52","μg/m³","3.7","μg/m³","5.14","μg/m³","8.28","μg/m³","1.63","μg/m³","0.09","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","20.43","66.83","N/A","N/A","N/A","3","48","N/A"
"03-03-2025","05:00:00","2025-03-03T11:00:00+00:00","N/A","N/A","17.04","μg/m³","0","μg/m³","59.67","μg/m³","2.48","μg/m³","4.06","μg/m³","6.91","μg/m³","1.29","μg/m³","0.61","μg/m³","0.06","mg/m³","N/A","ppm","N/A","ppb","20.37","66.91","N/A","N/A","N/A","3","49","N/A"
"03-03-2025","06:00:00","2025-03-03T12:00:00+00:00","N/A","N/A","22.56","μg/m³","0","μg/m³","52.83","μg/m³","3.76","μg/m³","4.99","μg/m³","8.09","μg/m³","5","μg/m³","1.57","μg/m³","0.2","mg/m³","N/A","ppm","N/A","ppb","20.24","66.92","N/A","N/A","N/A","3","48","N/A"
"03-03-2025","07:00:00","2025-03-03T13:00:00+00:00","N/A","N/A","34.49","μg/m³","3.03","μg/m³","49.64","μg/m³","3.85","μg/m³","5.34","μg/m³","8.44","μg/m³","8.27","μg/m³","1","μg/m³","0.53","mg/m³","N/A","ppm","N/A","ppb","22.13","63.36","N/A","N/A","N/A","2","50","N/A"
"03-03-2025","08:00:00","2025-03-03T14:00:00+00:00","N/A","N/A","21.44","μg/m³","0.94","μg/m³","67.78","μg/m³","2.22","μg/m³","4.5","μg/m³","6.18","μg/m³","8.66","μg/m³","0","μg/m³","0.12","mg/m³","N/A","ppm","N/A","ppb","27.04","48.21","N/A","N/A","N/A","2","53","N/A"
"03-03-2025","09:00:00","2025-03-03T15:00:00+00:00","N/A","N/A","10.97","μg/m³","0.55","μg/m³","83.3","μg/m³","1.18","μg/m³","3.83","μg/m³","4.36","μg/m³","13.98","μg/m³","0","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","29.82","38.72","N/A","N/A","N/A","1","62","N/A"
"03-03-2025","10:00:00","2025-03-03T16:00:00+00:00","N/A","N/A","15.81","μg/m³","0","μg/m³","93.63","μg/m³","1.11","μg/m³","3.82","μg/m³","4.31","μg/m³","18.62","μg/m³","0.07","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","30.7","36.69","N/A","N/A","N/A","1","66","N/A"
"03-03-2025","11:00:00","2025-03-03T17:00:00+00:00","N/A","N/A","27.86","μg/m³","0","μg/m³","94.66","μg/m³","0.92","μg/m³","3.69","μg/m³","4.06","μg/m³","22.78","μg/m³","0.88","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","31.9","35.38","N/A","N/A","N/A","2","42","N/A"
"03-03-2025","12:00:00","2025-03-03T18:00:00+00:00","N/A","N/A","36.73","μg/m³","0","μg/m³","95.1","μg/m³","1.53","μg/m³","4.26","μg/m³","4.71","μg/m³","25.86","μg/m³","1.19","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","33.02","34.32","N/A","N/A","N/A","1","35","N/A"
"03-03-2025","13:00:00","2025-03-03T19:00:00+00:00","N/A","N/A","48.63","μg/m³","0","μg/m³","99.59","μg/m³","2.35","μg/m³","5.19","μg/m³","5.78","μg/m³","28.16","μg/m³","0.98","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","34.54","31.92","N/A","N/A","N/A","1","237","N/A"
"03-03-2025","14:00:00","2025-03-03T20:00:00+00:00","N/A","N/A","83.88","μg/m³","0","μg/m³","104.05","μg/m³","3.27","μg/m³","6.38","μg/m³","7.16","μg/m³","35.12","μg/m³","0.4","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","38.31","26.92","N/A","N/A","N/A","3","229","N/A"
"03-03-2025","15:00:00","2025-03-03T21:00:00+00:00","N/A","N/A","107.93","μg/m³","0","μg/m³","99.44","μg/m³","4.79","μg/m³","8.01","μg/m³","9.36","μg/m³","40.72","μg/m³","2.45","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","40.17","24.64","N/A","N/A","N/A","2","245","N/A"
"03-03-2025","16:00:00","2025-03-03T22:00:00+00:00","N/A","N/A","115.97","μg/m³","0","μg/m³","92.47","μg/m³","5.47","μg/m³","8.89","μg/m³","11.47","μg/m³","42.25","μg/m³","15.3","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","39.74","24.92","N/A","N/A","N/A","1","274","N/A"
"03-03-2025","17:00:00","2025-03-03T23:00:00+00:00","N/A","N/A","88.7","μg/m³","0","μg/m³","76.88","μg/m³","6.52","μg/m³","9.53","μg/m³","12.5","μg/m³","40.11","μg/m³","45.36","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","34.96","31.78","N/A","N/A","N/A","1","35","N/A"
"03-03-2025","18:00:00","2025-03-04T00:00:00+00:00","N/A","N/A","60.75","μg/m³","0","μg/m³","65.59","μg/m³","8.25","μg/m³","10.82","μg/m³","15.46","μg/m³","30.36","μg/m³","42.26","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","28.11","45.95","N/A","N/A","N/A","2","36","N/A"
"03-03-2025","19:00:00","2025-03-04T01:00:00+00:00","N/A","N/A","52.15","μg/m³","0","μg/m³","55.48","μg/m³","9.05","μg/m³","11.17","μg/m³","16.63","μg/m³","20.78","μg/m³","26.41","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","25.02","57.39","N/A","N/A","N/A","2","38","N/A"
"03-03-2025","20:00:00","2025-03-04T02:00:00+00:00","N/A","N/A","42.07","μg/m³","0","μg/m³","56.35","μg/m³","12.52","μg/m³","15.03","μg/m³","22.62","μg/m³","13.82","μg/m³","10.95","μg/m³","0.01","mg/m³","N/A","ppm","N/A","ppb","23.92","60.88","N/A","N/A","N/A","2","45","N/A"
