"Averaging time data supplied by EarthSense on 23/04/2025"
"Source","Zephyr"
"ID","Zephyr (1637)"
"Site Name","1637"
"Time Period","01/03/2025 00:00 - 31/03/2025 23:59"
"Timestamp","31/03/2025 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC2563"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","CO2 Concentration","CO2 Unit","TVOC Concentration","TVOC Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"28-02-2025","17:00:00","2025-02-28T23:00:00+00:00","N/A","N/A","57.05","μg/m³","0","μg/m³","55.45","μg/m³","4.04","μg/m³","6.42","μg/m³","8.31","μg/m³","9.98","μg/m³","29.63","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","27.55","51.44","N/A","N/A","N/A","2","53","N/A"
"28-02-2025","18:00:00","2025-03-01T00:00:00+00:00","N/A","N/A","50.91","μg/m³","0","μg/m³","43.6","μg/m³","4.35","μg/m³","6.34","μg/m³","8.87","μg/m³","7.09","μg/m³","23.6","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","24.2","60.43","N/A","N/A","N/A","2","62","N/A"
"28-02-2025","19:00:00","2025-03-01T01:00:00+00:00","N/A","N/A","48.61","μg/m³","0","μg/m³","31.55","μg/m³","4.44","μg/m³","5.89","μg/m³","8.93","μg/m³","4.69","μg/m³","18.58","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","21.57","69.69","N/A","N/A","N/A","2","68","N/A"
"28-02-2025","20:00:00","2025-03-01T02:00:00+00:00","N/A","N/A","36.96","μg/m³","0","μg/m³","25.58","μg/m³","4.57","μg/m³","5.88","μg/m³","9.02","μg/m³","1.82","μg/m³","6.65","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","20.7","72.28","N/A","N/A","N/A","2","70","N/A"
"28-02-2025","21:00:00","2025-03-01T03:00:00+00:00","N/A","N/A","31.9","μg/m³","0","μg/m³","30.33","μg/m³","5.78","μg/m³","7.11","μg/m³","10.63","μg/m³","0.79","μg/m³","3.07","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","20.58","72.4","N/A","N/A","N/A","3","72","N/A"
"28-02-2025","22:00:00","2025-03-01T04:00:00+00:00","N/A","N/A","28.48","μg/m³","0","μg/m³","30.64","μg/m³","5.29","μg/m³","6.65","μg/m³","10.08","μg/m³","0.49","μg/m³","2.38","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","20.3","73.37","N/A","N/A","N/A","3","69","N/A"
"28-02-2025","23:00:00","2025-03-01T05:00:00+00:00","N/A","N/A","16.98","μg/m³","0","μg/m³","35.69","μg/m³","4.3","μg/m³","5.67","μg/m³","8.76","μg/m³","0.03","μg/m³","0.02","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","19.68","72.25","N/A","N/A","N/A","3","67","N/A"
"01-03-2025","00:00:00","2025-03-01T06:00:00+00:00","N/A","N/A","16.21","μg/m³","0","μg/m³","36.36","μg/m³","4.81","μg/m³","6.3","μg/m³","9.55","μg/m³","0.01","μg/m³","0.03","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","19.27","71.42","N/A","N/A","N/A","3","69","N/A"
"01-03-2025","01:00:00","2025-03-01T07:00:00+00:00","N/A","N/A","20.13","μg/m³","0","μg/m³","36.29","μg/m³","5.12","μg/m³","6.61","μg/m³","10.04","μg/m³","0.04","μg/m³","1.74","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","18.92","72.67","N/A","N/A","N/A","2","72","N/A"
"01-03-2025","02:00:00","2025-03-01T08:00:00+00:00","N/A","N/A","15.12","μg/m³","0","μg/m³","41.11","μg/m³","4.86","μg/m³","6.33","μg/m³","9.73","μg/m³","0","μg/m³","0.67","μg/m³","0","mg/m³","N/A","ppm","N/A","ppb","18.59","73.06","N/A","N/A","N/A","2","72","N/A"
