"Averaging time data supplied by EarthSense on 19/06/2025"
"Source","Zephyr"
"ID","Zephyr (1762)"
"Site Name","1762"
"Time Period","01/04/2025 00:00 - 30/04/2025 23:59"
"Timestamp","30/04/2025 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC3147"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"31-03-2025","17:00:00","2025-03-31T23:00:00+00:00","N/A","N/A","26.59","μg/m³","0","μg/m³","75.26","μg/m³","8.94","μg/m³","10.76","μg/m³","14.89","μg/m³","21.11","μg/m³","13.03","μg/m³","0","mg/m³","28.16","54.36","N/A","N/A","N/A","1","310","N/A"
"31-03-2025","18:00:00","2025-04-01T00:00:00+00:00","N/A","N/A","26.83","μg/m³","0","μg/m³","59.63","μg/m³","11.46","μg/m³","12.67","μg/m³","17.82","μg/m³","9.88","μg/m³","18.82","μg/m³","0.02","mg/m³","22.31","72.93","N/A","N/A","N/A","1","0","N/A"
"31-03-2025","19:00:00","2025-04-01T01:00:00+00:00","N/A","N/A","36.2","μg/m³","0","μg/m³","49.99","μg/m³","12.61","μg/m³","13.77","μg/m³","19.35","μg/m³","6.47","μg/m³","10.75","μg/m³","0.2","mg/m³","20.83","79.36","N/A","N/A","N/A","1","35","N/A"
"31-03-2025","20:00:00","2025-04-01T02:00:00+00:00","N/A","N/A","24.42","μg/m³","0","μg/m³","51.8","μg/m³","9.96","μg/m³","10.97","μg/m³","15.56","μg/m³","3.94","μg/m³","6.64","μg/m³","0.1","mg/m³","20.21","82.2","N/A","N/A","N/A","1","39","N/A"
"31-03-2025","21:00:00","2025-04-01T03:00:00+00:00","N/A","N/A","21.56","μg/m³","0","μg/m³","51.37","μg/m³","10.59","μg/m³","11.51","μg/m³","16.1","μg/m³","1.37","μg/m³","4.19","μg/m³","0.11","mg/m³","19.48","84.73","N/A","N/A","N/A","1","58","N/A"
"31-03-2025","22:00:00","2025-04-01T04:00:00+00:00","N/A","N/A","20.55","μg/m³","0","μg/m³","53.28","μg/m³","9.24","μg/m³","10.3","μg/m³","15.06","μg/m³","0.08","μg/m³","2.63","μg/m³","0.11","mg/m³","18.98","85.99","N/A","N/A","N/A","2","80","N/A"
"31-03-2025","23:00:00","2025-04-01T05:00:00+00:00","N/A","N/A","15.83","μg/m³","0","μg/m³","54.39","μg/m³","7.28","μg/m³","8.05","μg/m³","12.06","μg/m³","0","μg/m³","0.21","μg/m³","0.08","mg/m³","18.48","84.16","N/A","N/A","N/A","2","68","N/A"
"01-04-2025","00:00:00","2025-04-01T06:00:00+00:00","N/A","N/A","12.35","μg/m³","0","μg/m³","54.91","μg/m³","6.19","μg/m³","6.8","μg/m³","10.71","μg/m³","0","μg/m³","1.05","μg/m³","0.1","mg/m³","18.17","84.88","N/A","N/A","N/A","2","72","N/A"
"01-04-2025","01:00:00","2025-04-01T07:00:00+00:00","N/A","N/A","9.11","μg/m³","0","μg/m³","55.87","μg/m³","4.69","μg/m³","5.22","μg/m³","8.76","μg/m³","0","μg/m³","0.18","μg/m³","0.05","mg/m³","17.69","84.44","N/A","N/A","N/A","2","76","N/A"
"01-04-2025","02:00:00","2025-04-01T08:00:00+00:00","N/A","N/A","12.18","μg/m³","0","μg/m³","54.52","μg/m³","4.19","μg/m³","4.7","μg/m³","8.15","μg/m³","0","μg/m³","0.18","μg/m³","0.11","mg/m³","17.48","84.71","N/A","N/A","N/A","2","79","N/A"
"01-04-2025","03:00:00","2025-04-01T09:00:00+00:00","N/A","N/A","10.09","μg/m³","0","μg/m³","52.14","μg/m³","4.11","μg/m³","4.58","μg/m³","7.97","μg/m³","0","μg/m³","0.47","μg/m³","0.1","mg/m³","17.72","83.84","N/A","N/A","N/A","2","79","N/A"
"01-04-2025","04:00:00","2025-04-01T10:00:00+00:00","N/A","N/A","8.04","μg/m³","0","μg/m³","43.05","μg/m³","4.38","μg/m³","4.89","μg/m³","8.32","μg/m³","0","μg/m³","2.39","μg/m³","0.09","mg/m³","17.06","85.39","N/A","N/A","N/A","2","74","N/A"
"01-04-2025","05:00:00","2025-04-01T11:00:00+00:00","N/A","N/A","16.06","μg/m³","0.07","μg/m³","37.01","μg/m³","4.84","μg/m³","5.35","μg/m³","9.04","μg/m³","0","μg/m³","2.03","μg/m³","0.21","mg/m³","16.12","86.78","N/A","N/A","N/A","2","72","N/A"
