"Averaging time data supplied by EarthSense on 27/02/2025"
"Source","Zephyr"
"ID","Zephyr (1653)"
"Site Name","1653"
"Time Period","01/01/2025 00:00 - 31/01/2025 23:59"
"Timestamp","31/01/2025 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC3142"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"31-12-2024","18:00:00","2025-01-01T00:00:00+00:00","N/A","N/A","18.04","μg/m³","0","μg/m³","63.1","μg/m³","3.81","μg/m³","4.74","μg/m³","7.68","μg/m³","7.99","μg/m³","7.02","μg/m³","0.16","mg/m³","21.43","75.42","N/A","N/A","N/A","2","57","N/A"
"31-12-2024","19:00:00","2025-01-01T01:00:00+00:00","N/A","N/A","22.16","μg/m³","0.52","μg/m³","52.7","μg/m³","5.14","μg/m³","6.05","μg/m³","9.45","μg/m³","7.41","μg/m³","6.45","μg/m³","0.46","mg/m³","20.56","77.26","N/A","N/A","N/A","2","65","N/A"
"31-12-2024","20:00:00","2025-01-01T02:00:00+00:00","N/A","N/A","20.37","μg/m³","0","μg/m³","50.99","μg/m³","6.51","μg/m³","7.5","μg/m³","11.21","μg/m³","6.3","μg/m³","3.51","μg/m³","0.45","mg/m³","20.28","77.3","N/A","N/A","N/A","2","70","N/A"
"31-12-2024","21:00:00","2025-01-01T03:00:00+00:00","N/A","N/A","21.41","μg/m³","0","μg/m³","44.13","μg/m³","11.38","μg/m³","12.38","μg/m³","17.62","μg/m³","6.99","μg/m³","7.79","μg/m³","0.7","mg/m³","19.58","79.75","N/A","N/A","N/A","3","71","N/A"
"31-12-2024","22:00:00","2025-01-01T04:00:00+00:00","N/A","N/A","19.86","μg/m³","0","μg/m³","48.34","μg/m³","13.07","μg/m³","14.2","μg/m³","20.8","μg/m³","5.08","μg/m³","4.6","μg/m³","0.6","mg/m³","19.07","80.61","N/A","N/A","N/A","2","71","N/A"
"31-12-2024","23:00:00","2025-01-01T05:00:00+00:00","N/A","N/A","11.07","μg/m³","0","μg/m³","54.88","μg/m³","6.98","μg/m³","7.94","μg/m³","12","μg/m³","3.77","μg/m³","2.76","μg/m³","0.37","mg/m³","19.1","80.09","N/A","N/A","N/A","2","76","N/A"
"01-01-2025","00:00:00","2025-01-01T06:00:00+00:00","N/A","N/A","8.73","μg/m³","0","μg/m³","57.78","μg/m³","4.88","μg/m³","5.84","μg/m³","9.44","μg/m³","3.42","μg/m³","2.42","μg/m³","0.27","mg/m³","19.29","80.31","N/A","N/A","N/A","2","75","N/A"
"01-01-2025","01:00:00","2025-01-01T07:00:00+00:00","N/A","N/A","10.61","μg/m³","0","μg/m³","54.63","μg/m³","19.71","μg/m³","21.62","μg/m³","32.65","μg/m³","3.49","μg/m³","3.89","μg/m³","0.31","mg/m³","19.2","81.12","N/A","N/A","N/A","2","80","N/A"
"01-01-2025","02:00:00","2025-01-01T08:00:00+00:00","N/A","N/A","15.72","μg/m³","0","μg/m³","41.34","μg/m³","15.96","μg/m³","17.52","μg/m³","26.17","μg/m³","4.84","μg/m³","4.38","μg/m³","0.52","mg/m³","18.79","82.3","N/A","N/A","N/A","2","78","N/A"
"01-01-2025","03:00:00","2025-01-01T09:00:00+00:00","N/A","N/A","8.77","μg/m³","0","μg/m³","50.08","μg/m³","3.73","μg/m³","4.73","μg/m³","8.08","μg/m³","2.77","μg/m³","1.04","μg/m³","0.31","mg/m³","18.79","80.65","N/A","N/A","N/A","2","79","N/A"
"01-01-2025","04:00:00","2025-01-01T10:00:00+00:00","N/A","N/A","1.78","μg/m³","0","μg/m³","50.87","μg/m³","2.04","μg/m³","2.97","μg/m³","5.71","μg/m³","2.72","μg/m³","1.17","μg/m³","0.19","mg/m³","18.79","78.39","N/A","N/A","N/A","2","86","N/A"
"01-01-2025","05:00:00","2025-01-01T11:00:00+00:00","N/A","N/A","3","μg/m³","0","μg/m³","49.15","μg/m³","3.05","μg/m³","4.12","μg/m³","7.25","μg/m³","2.63","μg/m³","2.82","μg/m³","0.24","mg/m³","18.23","80.03","N/A","N/A","N/A","2","85","N/A"
"01-01-2025","06:00:00","2025-01-01T12:00:00+00:00","N/A","N/A","4.22","μg/m³","0","μg/m³","52.31","μg/m³","4.16","μg/m³","5.15","μg/m³","8.61","μg/m³","1.71","μg/m³","1.76","μg/m³","0.26","mg/m³","18.03","80.53","N/A","N/A","N/A","2","79","N/A"
"01-01-2025","07:00:00","2025-01-01T13:00:00+00:00","N/A","N/A","8.49","μg/m³","0.01","μg/m³","49.77","μg/m³","3.69","μg/m³","4.78","μg/m³","8.03","μg/m³","3.19","μg/m³","1.33","μg/m³","0.32","mg/m³","19.02","78.69","N/A","N/A","N/A","2","76","N/A"
"01-01-2025","08:00:00","2025-01-01T14:00:00+00:00","N/A","N/A","25.98","μg/m³","0.02","μg/m³","40.08","μg/m³","3.32","μg/m³","5.34","μg/m³","7.29","μg/m³","11.53","μg/m³","0","μg/m³","0.32","mg/m³","26.02","57.65","N/A","N/A","N/A","2","58","N/A"
"01-01-2025","09:00:00","2025-01-01T15:00:00+00:00","N/A","N/A","44.96","μg/m³","0.42","μg/m³","47.35","μg/m³","1.4","μg/m³","4.12","μg/m³","4.53","μg/m³","22.97","μg/m³","0.06","μg/m³","0.04","mg/m³","34.38","36.54","N/A","N/A","N/A","2","52","N/A"
"01-01-2025","10:00:00","2025-01-01T16:00:00+00:00","N/A","N/A","37.19","μg/m³","0","μg/m³","68.42","μg/m³","1.53","μg/m³","4.1","μg/m³","4.52","μg/m³","25.18","μg/m³","7.67","μg/m³","0","mg/m³","33.34","38.07","N/A","N/A","N/A","2","48","N/A"
"01-01-2025","11:00:00","2025-01-01T17:00:00+00:00","N/A","N/A","30.36","μg/m³","0","μg/m³","76.36","μg/m³","2","μg/m³","4.22","μg/m³","4.85","μg/m³","21.07","μg/m³","17.54","μg/m³","0","mg/m³","29.2","47.39","N/A","N/A","N/A","2","56","N/A"
"01-01-2025","12:00:00","2025-01-01T18:00:00+00:00","N/A","N/A","47.82","μg/m³","0","μg/m³","65.71","μg/m³","2.49","μg/m³","4.84","μg/m³","5.53","μg/m³","21.96","μg/m³","4.86","μg/m³","0","mg/m³","31.28","45.15","N/A","N/A","N/A","2","56","N/A"
"01-01-2025","13:00:00","2025-01-01T19:00:00+00:00","N/A","N/A","47.14","μg/m³","0","μg/m³","69.02","μg/m³","1.77","μg/m³","4.14","μg/m³","4.65","μg/m³","22.88","μg/m³","4.68","μg/m³","0","mg/m³","31.95","44.26","N/A","N/A","N/A","2","58","N/A"
"01-01-2025","14:00:00","2025-01-01T20:00:00+00:00","N/A","N/A","16.39","μg/m³","0","μg/m³","81.94","μg/m³","2.15","μg/m³","4.14","μg/m³","5.23","μg/m³","20.09","μg/m³","26.19","μg/m³","0","mg/m³","27.25","53.22","N/A","N/A","N/A","2","65","N/A"
"01-01-2025","15:00:00","2025-01-01T21:00:00+00:00","N/A","N/A","20.72","μg/m³","0","μg/m³","80.68","μg/m³","2.51","μg/m³","4","μg/m³","6.14","μg/m³","13.09","μg/m³","19.52","μg/m³","0.01","mg/m³","23.37","66.71","N/A","N/A","N/A","2","53","N/A"
"01-01-2025","16:00:00","2025-01-01T22:00:00+00:00","N/A","N/A","22.12","μg/m³","0","μg/m³","66.56","μg/m³","3.08","μg/m³","4.3","μg/m³","6.9","μg/m³","10.24","μg/m³","8.83","μg/m³","0.11","mg/m³","22.53","71.15","N/A","N/A","N/A","2","50","N/A"
"01-01-2025","17:00:00","2025-01-01T23:00:00+00:00","N/A","N/A","14.95","μg/m³","0","μg/m³","62.63","μg/m³","2.68","μg/m³","3.94","μg/m³","6.36","μg/m³","9.19","μg/m³","4.42","μg/m³","0.07","mg/m³","22.62","70.58","N/A","N/A","N/A","2","55","N/A"
"01-01-2025","18:00:00","2025-01-02T00:00:00+00:00","N/A","N/A","14.03","μg/m³","0","μg/m³","59.3","μg/m³","1.78","μg/m³","2.81","μg/m³","5.3","μg/m³","7.78","μg/m³","7.18","μg/m³","0.17","mg/m³","21.34","75.89","N/A","N/A","N/A","2","57","N/A"
"01-01-2025","19:00:00","2025-01-02T01:00:00+00:00","N/A","N/A","12.41","μg/m³","0","μg/m³","68.19","μg/m³","0.08","μg/m³","0.84","μg/m³","3.29","μg/m³","4.37","μg/m³","7.95","μg/m³","0.16","mg/m³","20","80.63","N/A","N/A","N/A","2","61","N/A"
"01-01-2025","20:00:00","2025-01-02T02:00:00+00:00","N/A","N/A","17.97","μg/m³","0","μg/m³","62.19","μg/m³","0.27","μg/m³","0.86","μg/m³","3.73","μg/m³","2.44","μg/m³","4.62","μg/m³","0.28","mg/m³","19.01","85.24","N/A","N/A","N/A","2","66","N/A"
"01-01-2025","21:00:00","2025-01-02T03:00:00+00:00","N/A","N/A","10.75","μg/m³","0","μg/m³","64.18","μg/m³","0.3","μg/m³","0.98","μg/m³","3.82","μg/m³","0.75","μg/m³","1.22","μg/m³","0.24","mg/m³","18.56","84.51","N/A","N/A","N/A","2","69","N/A"
"01-01-2025","22:00:00","2025-01-02T04:00:00+00:00","N/A","N/A","9.41","μg/m³","0","μg/m³","61.67","μg/m³","0.4","μg/m³","1.06","μg/m³","3.85","μg/m³","0.67","μg/m³","0.94","μg/m³","0.26","mg/m³","18.46","84.11","N/A","N/A","N/A","2","69","N/A"
