"Averaging time data supplied by EarthSense on 19/06/2025"
"Source","Zephyr"
"ID","Zephyr (1762)"
"Site Name","1762"
"Time Period","01/05/2025 00:00 - 31/05/2025 23:59"
"Timestamp","31/05/2025 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC3147"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"02-05-2025","01:00:00","2025-05-02T07:00:00+00:00","N/A","N/A","13.83","μg/m³","0","μg/m³","41.77","μg/m³","1.8","μg/m³","2.08","μg/m³","5.44","μg/m³","0.43","μg/m³","1.88","μg/m³","0.06","mg/m³","18.6","91.3","N/A","N/A","N/A","1","67","N/A"
"02-05-2025","02:00:00","2025-05-02T08:00:00+00:00","N/A","N/A","12.81","μg/m³","0","μg/m³","44.11","μg/m³","2.84","μg/m³","3.2","μg/m³","6.75","μg/m³","0.29","μg/m³","1.43","μg/m³","0.06","mg/m³","18.55","91.46","N/A","N/A","N/A","1","69","N/A"
"02-05-2025","03:00:00","2025-05-02T09:00:00+00:00","N/A","N/A","13.85","μg/m³","0","μg/m³","42.13","μg/m³","1.69","μg/m³","2","μg/m³","5.33","μg/m³","0.38","μg/m³","0.8","μg/m³","0.06","mg/m³","18.59","90.55","N/A","N/A","N/A","1","71","N/A"
"02-05-2025","04:00:00","2025-05-02T10:00:00+00:00","N/A","N/A","15.91","μg/m³","0","μg/m³","32.98","μg/m³","1.88","μg/m³","2.15","μg/m³","5.51","μg/m³","1.2","μg/m³","2.45","μg/m³","0.09","mg/m³","18.59","90.87","N/A","N/A","N/A","1","94","N/A"
"02-05-2025","05:00:00","2025-05-02T11:00:00+00:00","N/A","N/A","18.01","μg/m³","0.06","μg/m³","26.8","μg/m³","2.92","μg/m³","3.25","μg/m³","6.55","μg/m³","2.15","μg/m³","4.22","μg/m³","0.16","mg/m³","18.41","91.38","N/A","N/A","N/A","1","88","N/A"
"02-05-2025","06:00:00","2025-05-02T12:00:00+00:00","N/A","N/A","24.48","μg/m³","0.73","μg/m³","25.44","μg/m³","2.89","μg/m³","3.2","μg/m³","6.42","μg/m³","3.01","μg/m³","3.92","μg/m³","0.29","mg/m³","18.46","91.07","N/A","N/A","N/A","2","70","N/A"
"02-05-2025","07:00:00","2025-05-02T13:00:00+00:00","N/A","N/A","25.86","μg/m³","6.68","μg/m³","29.22","μg/m³","1.96","μg/m³","2.26","μg/m³","5.22","μg/m³","7.97","μg/m³","2.81","μg/m³","0.37","mg/m³","19.97","85.53","N/A","N/A","N/A","1","54","N/A"
"02-05-2025","08:00:00","2025-05-02T14:00:00+00:00","N/A","N/A","18.93","μg/m³","3.46","μg/m³","52.21","μg/m³","1.01","μg/m³","2.07","μg/m³","3.77","μg/m³","14.42","μg/m³","0.06","μg/m³","0.17","mg/m³","24.45","69.84","N/A","N/A","N/A","1","358","N/A"
"02-05-2025","09:00:00","2025-05-02T15:00:00+00:00","N/A","N/A","2.36","μg/m³","0.01","μg/m³","75.43","μg/m³","0.08","μg/m³","1.81","μg/m³","2.12","μg/m³","17.36","μg/m³","0","μg/m³","0","mg/m³","27.52","56.22","N/A","N/A","N/A","1","297","N/A"
"02-05-2025","10:00:00","2025-05-02T16:00:00+00:00","N/A","N/A","7.38","μg/m³","0","μg/m³","70.54","μg/m³","0.34","μg/m³","2.01","μg/m³","2.49","μg/m³","17.27","μg/m³","3.18","μg/m³","0","mg/m³","26.83","57.27","N/A","N/A","N/A","1","285","N/A"
"02-05-2025","11:00:00","2025-05-02T17:00:00+00:00","N/A","N/A","14.77","μg/m³","0","μg/m³","76.14","μg/m³","0.26","μg/m³","2.02","μg/m³","2.43","μg/m³","18.45","μg/m³","1.33","μg/m³","0","mg/m³","27.64","55.71","N/A","N/A","N/A","1","269","N/A"
"02-05-2025","12:00:00","2025-05-02T18:00:00+00:00","N/A","N/A","12.83","μg/m³","0","μg/m³","82.11","μg/m³","0.04","μg/m³","2.07","μg/m³","2.28","μg/m³","21.91","μg/m³","0.06","μg/m³","0","mg/m³","29.43","48.52","N/A","N/A","N/A","2","253","N/A"
"02-05-2025","13:00:00","2025-05-02T19:00:00+00:00","N/A","N/A","19.65","μg/m³","0","μg/m³","84.05","μg/m³","0.29","μg/m³","2.47","μg/m³","2.72","μg/m³","24.92","μg/m³","2.51","μg/m³","0","mg/m³","30.53","45.88","N/A","N/A","N/A","2","273","N/A"
"02-05-2025","14:00:00","2025-05-02T20:00:00+00:00","N/A","N/A","25.52","μg/m³","0","μg/m³","73.85","μg/m³","1.36","μg/m³","3.05","μg/m³","3.63","μg/m³","24.46","μg/m³","15.63","μg/m³","0","mg/m³","29.08","52.7","N/A","N/A","N/A","2","295","N/A"
"02-05-2025","15:00:00","2025-05-02T21:00:00+00:00","N/A","N/A","30.73","μg/m³","0","μg/m³","61.93","μg/m³","4.31","μg/m³","5.14","μg/m³","7.36","μg/m³","17.09","μg/m³","17.78","μg/m³","0","mg/m³","25.42","64.45","N/A","N/A","N/A","1","305","N/A"
"02-05-2025","16:00:00","2025-05-02T22:00:00+00:00","N/A","N/A","40.47","μg/m³","0","μg/m³","41.92","μg/m³","8.46","μg/m³","9.42","μg/m³","13.31","μg/m³","13.39","μg/m³","17.66","μg/m³","0.17","mg/m³","23.15","72.32","N/A","N/A","N/A","1","335","N/A"
"02-05-2025","17:00:00","2025-05-02T23:00:00+00:00","N/A","N/A","39.65","μg/m³","0","μg/m³","42.89","μg/m³","10.34","μg/m³","11.17","μg/m³","15.67","μg/m³","11.16","μg/m³","9.59","μg/m³","0.23","mg/m³","22.5","75.4","N/A","N/A","N/A","1","337","N/A"
"02-05-2025","18:00:00","2025-05-03T00:00:00+00:00","N/A","N/A","21.23","μg/m³","0","μg/m³","40.67","μg/m³","2.86","μg/m³","3.24","μg/m³","6.08","μg/m³","8.08","μg/m³","9.3","μg/m³","0.01","mg/m³","21.2","81.6","N/A","N/A","N/A","0","325","N/A"
"02-05-2025","19:00:00","2025-05-03T01:00:00+00:00","N/A","N/A","27.87","μg/m³","0","μg/m³","34.78","μg/m³","2.27","μg/m³","2.59","μg/m³","5.68","μg/m³","4.91","μg/m³","8.53","μg/m³","0.13","mg/m³","19.81","86.63","N/A","N/A","N/A","0","41","N/A"
"02-05-2025","20:00:00","2025-05-03T02:00:00+00:00","N/A","N/A","20.95","μg/m³","0","μg/m³","38.96","μg/m³","1.71","μg/m³","2.03","μg/m³","5.29","μg/m³","1.5","μg/m³","4.51","μg/m³","0.07","mg/m³","18.89","88.98","N/A","N/A","N/A","1","31","N/A"
"02-05-2025","21:00:00","2025-05-03T03:00:00+00:00","N/A","N/A","15.79","μg/m³","0","μg/m³","42.94","μg/m³","0.73","μg/m³","1.06","μg/m³","4.39","μg/m³","0.04","μg/m³","2.49","μg/m³","0.05","mg/m³","18.31","90.36","N/A","N/A","N/A","1","44","N/A"
"02-05-2025","22:00:00","2025-05-03T04:00:00+00:00","N/A","N/A","17.45","μg/m³","0","μg/m³","40.81","μg/m³","1.82","μg/m³","2.16","μg/m³","5.56","μg/m³","0.02","μg/m³","1.94","μg/m³","0.11","mg/m³","18.11","90.66","N/A","N/A","N/A","1","94","N/A"
"02-05-2025","23:00:00","2025-05-03T05:00:00+00:00","N/A","N/A","25.87","μg/m³","0.02","μg/m³","31.38","μg/m³","3.38","μg/m³","3.75","μg/m³","7.16","μg/m³","0.65","μg/m³","3.08","μg/m³","0.29","mg/m³","18.2","90.77","N/A","N/A","N/A","1","188","N/A"
"03-05-2025","00:00:00","2025-05-03T06:00:00+00:00","N/A","N/A","27.47","μg/m³","0.02","μg/m³","26.72","μg/m³","2.87","μg/m³","3.21","μg/m³","6.53","μg/m³","1.94","μg/m³","4.54","μg/m³","0.43","mg/m³","18.15","90.45","N/A","N/A","N/A","0","216","N/A"
"03-05-2025","01:00:00","2025-05-03T07:00:00+00:00","N/A","N/A","29.16","μg/m³","0.19","μg/m³","26.06","μg/m³","4.97","μg/m³","5.45","μg/m³","8.73","μg/m³","1.79","μg/m³","3.15","μg/m³","0.37","mg/m³","18.18","88.79","N/A","N/A","N/A","0","168","N/A"
"03-05-2025","02:00:00","2025-05-03T08:00:00+00:00","N/A","N/A","17.42","μg/m³","0","μg/m³","29.08","μg/m³","2.49","μg/m³","2.82","μg/m³","6.06","μg/m³","1.21","μg/m³","2.51","μg/m³","0.18","mg/m³","18.13","88.92","N/A","N/A","N/A","1","117","N/A"
"03-05-2025","03:00:00","2025-05-03T09:00:00+00:00","N/A","N/A","17.24","μg/m³","0","μg/m³","28.54","μg/m³","2.38","μg/m³","2.65","μg/m³","5.85","μg/m³","1.83","μg/m³","2.84","μg/m³","0.19","mg/m³","18.14","88.58","N/A","N/A","N/A","1","99","N/A"
"03-05-2025","04:00:00","2025-05-03T10:00:00+00:00","N/A","N/A","11.6","μg/m³","0","μg/m³","29.99","μg/m³","1.02","μg/m³","1.33","μg/m³","4.72","μg/m³","0.78","μg/m³","2.92","μg/m³","0.09","mg/m³","17.63","90.51","N/A","N/A","N/A","1","76","N/A"
"03-05-2025","05:00:00","2025-05-03T11:00:00+00:00","N/A","N/A","19","μg/m³","0.01","μg/m³","25.79","μg/m³","2.5","μg/m³","2.81","μg/m³","6.2","μg/m³","0.81","μg/m³","2.93","μg/m³","0.21","mg/m³","17.34","90.85","N/A","N/A","N/A","1","75","N/A"
"03-05-2025","06:00:00","2025-05-03T12:00:00+00:00","N/A","N/A","20.35","μg/m³","15.41","μg/m³","23.16","μg/m³","3.96","μg/m³","4.38","μg/m³","7.3","μg/m³","4.26","μg/m³","5.18","μg/m³","0.51","mg/m³","17.05","89.75","N/A","N/A","N/A","1","68","N/A"
"03-05-2025","07:00:00","2025-05-03T13:00:00+00:00","N/A","N/A","23.6","μg/m³","13.03","μg/m³","25.53","μg/m³","4.32","μg/m³","4.74","μg/m³","7.76","μg/m³","6.37","μg/m³","5.48","μg/m³","0.53","mg/m³","18.11","88.37","N/A","N/A","N/A","1","41","N/A"
"03-05-2025","08:00:00","2025-05-03T14:00:00+00:00","N/A","N/A","24.52","μg/m³","5.82","μg/m³","47.64","μg/m³","2.03","μg/m³","2.89","μg/m³","5.04","μg/m³","12.56","μg/m³","0.11","μg/m³","0.26","mg/m³","23.04","71.75","N/A","N/A","N/A","1","5","N/A"
"03-05-2025","09:00:00","2025-05-03T15:00:00+00:00","N/A","N/A","6.67","μg/m³","0.16","μg/m³","64.9","μg/m³","0.76","μg/m³","2.37","μg/m³","3.13","μg/m³","17.98","μg/m³","0","μg/m³","0","mg/m³","27.13","57.72","N/A","N/A","N/A","1","309","N/A"
"03-05-2025","10:00:00","2025-05-03T16:00:00+00:00","N/A","N/A","7.56","μg/m³","0.07","μg/m³","77.56","μg/m³","0.54","μg/m³","2.47","μg/m³","2.72","μg/m³","20.55","μg/m³","0.5","μg/m³","0","mg/m³","28.65","51.27","N/A","N/A","N/A","1","282","N/A"
"03-05-2025","11:00:00","2025-05-03T17:00:00+00:00","N/A","N/A","15.85","μg/m³","0","μg/m³","82.67","μg/m³","0.5","μg/m³","2.49","μg/m³","2.74","μg/m³","21.03","μg/m³","1.17","μg/m³","0","mg/m³","29.03","49.76","N/A","N/A","N/A","1","276","N/A"
"03-05-2025","12:00:00","2025-05-03T18:00:00+00:00","N/A","N/A","18.96","μg/m³","0","μg/m³","81.44","μg/m³","0.47","μg/m³","2.62","μg/m³","2.89","μg/m³","22.96","μg/m³","1.26","μg/m³","0","mg/m³","29.63","47.39","N/A","N/A","N/A","2","267","N/A"
"03-05-2025","13:00:00","2025-05-03T19:00:00+00:00","N/A","N/A","25.47","μg/m³","0","μg/m³","84.28","μg/m³","0.71","μg/m³","2.86","μg/m³","3.15","μg/m³","24.71","μg/m³","2.99","μg/m³","0","mg/m³","30.46","45.31","N/A","N/A","N/A","1","293","N/A"
"03-05-2025","14:00:00","2025-05-03T20:00:00+00:00","N/A","N/A","31.03","μg/m³","0","μg/m³","76.94","μg/m³","1.55","μg/m³","3.5","μg/m³","4.05","μg/m³","24.31","μg/m³","11.56","μg/m³","0","mg/m³","29.54","48.7","N/A","N/A","N/A","1","323","N/A"
"03-05-2025","15:00:00","2025-05-03T21:00:00+00:00","N/A","N/A","35.81","μg/m³","0","μg/m³","72.54","μg/m³","3.32","μg/m³","4.79","μg/m³","6.34","μg/m³","23.72","μg/m³","12.88","μg/m³","0","mg/m³","29.1","55.29","N/A","N/A","N/A","1","328","N/A"
"03-05-2025","16:00:00","2025-05-03T22:00:00+00:00","N/A","N/A","24.51","μg/m³","0","μg/m³","63.57","μg/m³","3.65","μg/m³","4.74","μg/m³","6.71","μg/m³","18.17","μg/m³","15.17","μg/m³","0","mg/m³","26.17","62.63","N/A","N/A","N/A","1","343","N/A"
"03-05-2025","17:00:00","2025-05-03T23:00:00+00:00","N/A","N/A","29.45","μg/m³","0","μg/m³","47.14","μg/m³","4.25","μg/m³","4.77","μg/m³","7.81","μg/m³","10.94","μg/m³","19.72","μg/m³","0.01","mg/m³","22.26","79.08","N/A","N/A","N/A","1","20","N/A"
"03-05-2025","18:00:00","2025-05-04T00:00:00+00:00","N/A","N/A","32.34","μg/m³","0","μg/m³","42.33","μg/m³","3.14","μg/m³","3.54","μg/m³","6.67","μg/m³","5.92","μg/m³","9.67","μg/m³","0.06","mg/m³","20.48","85.52","N/A","N/A","N/A","1","47","N/A"
"03-05-2025","19:00:00","2025-05-04T01:00:00+00:00","N/A","N/A","32.68","μg/m³","0","μg/m³","33.62","μg/m³","3.28","μg/m³","3.6","μg/m³","6.89","μg/m³","4.59","μg/m³","6.93","μg/m³","0.23","mg/m³","19.79","87.98","N/A","N/A","N/A","1","87","N/A"
"03-05-2025","20:00:00","2025-05-04T02:00:00+00:00","N/A","N/A","31.33","μg/m³","0","μg/m³","29.29","μg/m³","4.18","μg/m³","4.58","μg/m³","7.72","μg/m³","4.16","μg/m³","5.6","μg/m³","0.29","mg/m³","19.55","89.2","N/A","N/A","N/A","1","89","N/A"
"03-05-2025","21:00:00","2025-05-04T03:00:00+00:00","N/A","N/A","35.91","μg/m³","0","μg/m³","28.4","μg/m³","4.41","μg/m³","4.83","μg/m³","7.97","μg/m³","4.78","μg/m³","4.76","μg/m³","0.44","mg/m³","19.74","88.42","N/A","N/A","N/A","1","106","N/A"
"03-05-2025","22:00:00","2025-05-04T04:00:00+00:00","N/A","N/A","30.05","μg/m³","0.13","μg/m³","25.51","μg/m³","4.99","μg/m³","5.45","μg/m³","8.67","μg/m³","7.02","μg/m³","7.13","μg/m³","0.49","mg/m³","19.82","88.67","N/A","N/A","N/A","1","103","N/A"
"03-05-2025","23:00:00","2025-05-04T05:00:00+00:00","N/A","N/A","31.54","μg/m³","1.11","μg/m³","24.3","μg/m³","5.02","μg/m³","5.5","μg/m³","8.79","μg/m³","8.23","μg/m³","7.43","μg/m³","0.59","mg/m³","19.75","88.88","N/A","N/A","N/A","1","103","N/A"
"04-05-2025","00:00:00","2025-05-04T06:00:00+00:00","N/A","N/A","35.7","μg/m³","2.78","μg/m³","24.28","μg/m³","11.21","μg/m³","12.37","μg/m³","18.08","μg/m³","8.14","μg/m³","7.65","μg/m³","0.72","mg/m³","19.83","87.62","N/A","N/A","N/A","1","70","N/A"
"04-05-2025","01:00:00","2025-05-04T07:00:00+00:00","N/A","N/A","30.49","μg/m³","0.02","μg/m³","34.37","μg/m³","12.83","μg/m³","14.75","μg/m³","21.06","μg/m³","3.41","μg/m³","3.8","μg/m³","0.35","mg/m³","19.81","87.15","N/A","N/A","N/A","1","83","N/A"
"04-05-2025","02:00:00","2025-05-04T08:00:00+00:00","N/A","N/A","23.55","μg/m³","0","μg/m³","34.51","μg/m³","10.4","μg/m³","12.38","μg/m³","17.51","μg/m³","3.32","μg/m³","3.76","μg/m³","0.24","mg/m³","19.56","88.28","N/A","N/A","N/A","2","74","N/A"
"04-05-2025","03:00:00","2025-05-04T09:00:00+00:00","N/A","N/A","29.88","μg/m³","0","μg/m³","27.77","μg/m³","11.55","μg/m³","14.08","μg/m³","19.99","μg/m³","3.78","μg/m³","4.79","μg/m³","0.36","mg/m³","19.34","88.77","N/A","N/A","N/A","2","80","N/A"
"04-05-2025","04:00:00","2025-05-04T10:00:00+00:00","N/A","N/A","22.24","μg/m³","0","μg/m³","36.77","μg/m³","10.48","μg/m³","13","μg/m³","18.61","μg/m³","2.85","μg/m³","2.77","μg/m³","0.22","mg/m³","19.32","87.7","N/A","N/A","N/A","2","79","N/A"
