"Averaging time data supplied by EarthSense on 19/06/2025"
"Source","Zephyr"
"ID","Zephyr (1637)"
"Site Name","1637"
"Time Period","01/05/2025 00:00 - 31/05/2025 23:59"
"Timestamp","31/05/2025 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC2563"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"30-04-2025","17:00:00","2025-04-30T23:00:00+00:00","N/A","N/A","41.95","μg/m³","0","μg/m³","28.11","μg/m³","1.18","μg/m³","2.54","μg/m³","3.89","μg/m³","5.41","μg/m³","10.96","μg/m³","0","mg/m³","25.02","64.11","N/A","N/A","N/A","2","46","N/A"
"30-04-2025","18:00:00","2025-05-01T00:00:00+00:00","N/A","N/A","53.71","μg/m³","0","μg/m³","15.22","μg/m³","1.42","μg/m³","2.34","μg/m³","4.62","μg/m³","4.99","μg/m³","18.53","μg/m³","0","mg/m³","22.19","75.17","N/A","N/A","N/A","2","57","N/A"
"30-04-2025","19:00:00","2025-05-01T01:00:00+00:00","N/A","N/A","48.8","μg/m³","0","μg/m³","4.49","μg/m³","0.86","μg/m³","1.64","μg/m³","4.13","μg/m³","3.78","μg/m³","10.75","μg/m³","0","mg/m³","21.08","79.6","N/A","N/A","N/A","2","57","N/A"
"30-04-2025","20:00:00","2025-05-01T02:00:00+00:00","N/A","N/A","42.6","μg/m³","0","μg/m³","3.65","μg/m³","0.91","μg/m³","1.65","μg/m³","4.26","μg/m³","2.25","μg/m³","6.07","μg/m³","0","mg/m³","20.69","80.95","N/A","N/A","N/A","2","68","N/A"
"30-04-2025","21:00:00","2025-05-01T03:00:00+00:00","N/A","N/A","30.74","μg/m³","0","μg/m³","10.14","μg/m³","0.83","μg/m³","1.67","μg/m³","4.21","μg/m³","1","μg/m³","1.57","μg/m³","0","mg/m³","20.69","79.74","N/A","N/A","N/A","2","75","N/A"
"30-04-2025","22:00:00","2025-05-01T04:00:00+00:00","N/A","N/A","34.68","μg/m³","0","μg/m³","2.91","μg/m³","1.35","μg/m³","2.19","μg/m³","4.76","μg/m³","1.55","μg/m³","1.76","μg/m³","0","mg/m³","20.7","78.86","N/A","N/A","N/A","2","74","N/A"
"30-04-2025","23:00:00","2025-05-01T05:00:00+00:00","N/A","N/A","37.73","μg/m³","0","μg/m³","1.51","μg/m³","1.62","μg/m³","2.45","μg/m³","5.11","μg/m³","1.73","μg/m³","3.45","μg/m³","0","mg/m³","20.55","78.89","N/A","N/A","N/A","1","81","N/A"
"01-05-2025","00:00:00","2025-05-01T06:00:00+00:00","N/A","N/A","24.42","μg/m³","0","μg/m³","14.88","μg/m³","0.55","μg/m³","1.5","μg/m³","3.8","μg/m³","0.58","μg/m³","0.98","μg/m³","0","mg/m³","20.67","77.92","N/A","N/A","N/A","1","88","N/A"
"01-05-2025","01:00:00","2025-05-01T07:00:00+00:00","N/A","N/A","31.06","μg/m³","0","μg/m³","3.79","μg/m³","1.8","μg/m³","2.73","μg/m³","5.41","μg/m³","1.95","μg/m³","3.6","μg/m³","0","mg/m³","20.58","78.61","N/A","N/A","N/A","2","73","N/A"
"01-05-2025","02:00:00","2025-05-01T08:00:00+00:00","N/A","N/A","30.36","μg/m³","0","μg/m³","0.58","μg/m³","2.04","μg/m³","3.09","μg/m³","5.91","μg/m³","1.88","μg/m³","2.67","μg/m³","0","mg/m³","20.45","78.75","N/A","N/A","N/A","1","97","N/A"
"01-05-2025","03:00:00","2025-05-01T09:00:00+00:00","N/A","N/A","31.18","μg/m³","0","μg/m³","0.37","μg/m³","2.28","μg/m³","3.36","μg/m³","6.27","μg/m³","1.89","μg/m³","3.51","μg/m³","0","mg/m³","20.31","78.81","N/A","N/A","N/A","2","106","N/A"
"01-05-2025","04:00:00","2025-05-01T10:00:00+00:00","N/A","N/A","35.91","μg/m³","0","μg/m³","0.02","μg/m³","4.63","μg/m³","6.23","μg/m³","9.92","μg/m³","3.74","μg/m³","6.82","μg/m³","0","mg/m³","19.89","80.9","N/A","N/A","N/A","1","101","N/A"
"01-05-2025","05:00:00","2025-05-01T11:00:00+00:00","N/A","N/A","23.72","μg/m³","0","μg/m³","3.38","μg/m³","2.91","μg/m³","4.07","μg/m³","7.15","μg/m³","1.75","μg/m³","2.46","μg/m³","0","mg/m³","19.8","80.01","N/A","N/A","N/A","2","66","N/A"
"01-05-2025","06:00:00","2025-05-01T12:00:00+00:00","N/A","N/A","18.29","μg/m³","0","μg/m³","12.23","μg/m³","1.09","μg/m³","2.15","μg/m³","4.58","μg/m³","0.82","μg/m³","0.11","μg/m³","0","mg/m³","20.05","77.13","N/A","N/A","N/A","1","73","N/A"
"01-05-2025","07:00:00","2025-05-01T13:00:00+00:00","N/A","N/A","26.79","μg/m³","0","μg/m³","0.66","μg/m³","4.76","μg/m³","6.41","μg/m³","9.87","μg/m³","3.72","μg/m³","1.83","μg/m³","0","mg/m³","21.12","74.19","N/A","N/A","N/A","1","47","N/A"
"01-05-2025","08:00:00","2025-05-01T14:00:00+00:00","N/A","N/A","12.27","μg/m³","0","μg/m³","20.44","μg/m³","1.14","μg/m³","2.72","μg/m³","4.25","μg/m³","1.8","μg/m³","0","μg/m³","0","mg/m³","24.13","65.56","N/A","N/A","N/A","2","47","N/A"
"01-05-2025","09:00:00","2025-05-01T15:00:00+00:00","N/A","N/A","12.77","μg/m³","0","μg/m³","35.37","μg/m³","1.11","μg/m³","3.01","μg/m³","3.53","μg/m³","2.55","μg/m³","0","μg/m³","0","mg/m³","28.04","53.49","N/A","N/A","N/A","2","39","N/A"
"01-05-2025","10:00:00","2025-05-01T16:00:00+00:00","N/A","N/A","27.39","μg/m³","0","μg/m³","53.43","μg/m³","0.7","μg/m³","2.9","μg/m³","3.16","μg/m³","4.6","μg/m³","0","μg/m³","0","mg/m³","29.92","47.06","N/A","N/A","N/A","2","32","N/A"
"01-05-2025","11:00:00","2025-05-01T17:00:00+00:00","N/A","N/A","36.65","μg/m³","0","μg/m³","60.71","μg/m³","0.64","μg/m³","2.95","μg/m³","3.24","μg/m³","5.62","μg/m³","0.01","μg/m³","0","mg/m³","31.36","43.83","N/A","N/A","N/A","2","33","N/A"
"01-05-2025","12:00:00","2025-05-01T18:00:00+00:00","N/A","N/A","44.87","μg/m³","0","μg/m³","65.54","μg/m³","0.59","μg/m³","3.03","μg/m³","3.33","μg/m³","7.29","μg/m³","1.25","μg/m³","0","mg/m³","31.83","42","N/A","N/A","N/A","2","26","N/A"
"01-05-2025","13:00:00","2025-05-01T19:00:00+00:00","N/A","N/A","52.76","μg/m³","0","μg/m³","72.27","μg/m³","1.44","μg/m³","4.03","μg/m³","4.39","μg/m³","9.03","μg/m³","11.53","μg/m³","0","mg/m³","31.42","42.86","N/A","N/A","N/A","2","17","N/A"
"01-05-2025","14:00:00","2025-05-01T20:00:00+00:00","N/A","N/A","57.04","μg/m³","0","μg/m³","70.58","μg/m³","2.61","μg/m³","5.34","μg/m³","6.23","μg/m³","7.42","μg/m³","7.19","μg/m³","0","mg/m³","31.5","44.31","N/A","N/A","N/A","2","17","N/A"
"01-05-2025","15:00:00","2025-05-01T21:00:00+00:00","N/A","N/A","53.62","μg/m³","0","μg/m³","59.4","μg/m³","1.88","μg/m³","3.96","μg/m³","4.88","μg/m³","9.42","μg/m³","27.3","μg/m³","0","mg/m³","27.69","52.81","N/A","N/A","N/A","1","33","N/A"
