"Averaging time data supplied by EarthSense on 27/02/2025"
"Source","Zephyr"
"ID","Zephyr (1776)"
"Site Name","1776"
"Time Period","01/01/2025 00:00 - 31/01/2025 23:59"
"Timestamp","31/01/2025 23:59 Local Time Zone Code Time Ending"
"Averaging Period","1 Hour"
"Slot B BIC","BIC2503"

"Date (Local)","Time (Local)","UTC Time Stamp","Latitude","Longitude","NO2 Concentration","NO2 Unit","NO Concentration","NO Unit","O3 Concentration","O3 Unit","PM1 Concentration","PM1 Unit","PM2.5 Concentration","PM2.5 Unit","PM10 Concentration","PM10 Unit","SO2 Concentration","SO2 Unit","H2S Concentration","H2S Unit","CO Concentration","CO Unit","Temperature (°C)","Relative Humidity (%)","Measured (External) Wind Speed (m/s)","Measured (External) Wind Direction (°)","Measured (External) Rainfall (mm/hr)","Modelled Wind Speed (m/s)","Modelled Wind Direction (°)","Modelled Rainfall (mm/hr)"
"31-12-2024","18:00:00","2025-01-01T00:00:00+00:00","N/A","N/A","37.19","μg/m³","0","μg/m³","44.47","μg/m³","2.98","μg/m³","4.13","μg/m³","6.31","μg/m³","9.07","μg/m³","17.7","μg/m³","0","mg/m³","22.47","67.27","N/A","N/A","N/A","2","57","N/A"
"31-12-2024","19:00:00","2025-01-01T01:00:00+00:00","N/A","N/A","29.21","μg/m³","0","μg/m³","32.21","μg/m³","2.51","μg/m³","3.53","μg/m³","5.74","μg/m³","4.45","μg/m³","10.71","μg/m³","0","mg/m³","21.18","70.59","N/A","N/A","N/A","2","65","N/A"
"31-12-2024","20:00:00","2025-01-01T02:00:00+00:00","N/A","N/A","15.49","μg/m³","0","μg/m³","37","μg/m³","2.8","μg/m³","4.05","μg/m³","6.17","μg/m³","4.46","μg/m³","1.81","μg/m³","0","mg/m³","20.66","67.64","N/A","N/A","N/A","2","70","N/A"
"31-12-2024","21:00:00","2025-01-01T03:00:00+00:00","N/A","N/A","18.74","μg/m³","0","μg/m³","40.47","μg/m³","3.24","μg/m³","4.32","μg/m³","6.7","μg/m³","2.95","μg/m³","4.66","μg/m³","0","mg/m³","20.08","69.64","N/A","N/A","N/A","3","71","N/A"
"31-12-2024","22:00:00","2025-01-01T04:00:00+00:00","N/A","N/A","22.16","μg/m³","0","μg/m³","38.41","μg/m³","4.91","μg/m³","6.04","μg/m³","9.23","μg/m³","0.17","μg/m³","6.34","μg/m³","0","mg/m³","19.53","72.74","N/A","N/A","N/A","2","71","N/A"
"31-12-2024","23:00:00","2025-01-01T05:00:00+00:00","N/A","N/A","19.43","μg/m³","0.65","μg/m³","37.03","μg/m³","3.36","μg/m³","4.35","μg/m³","7.11","μg/m³","0","μg/m³","4.58","μg/m³","0","mg/m³","19.22","74.18","N/A","N/A","N/A","2","76","N/A"
"01-01-2025","00:00:00","2025-01-01T06:00:00+00:00","N/A","N/A","20.05","μg/m³","0","μg/m³","32.6","μg/m³","3.15","μg/m³","4.1","μg/m³","6.87","μg/m³","0","μg/m³","4.01","μg/m³","0","mg/m³","19.53","74.98","N/A","N/A","N/A","2","75","N/A"
"01-01-2025","01:00:00","2025-01-01T07:00:00+00:00","10.023096","-84.111676","25.93","μg/m³","0.17","μg/m³","6.16","μg/m³","12.26","μg/m³","13.7","μg/m³","20.07","μg/m³","0","μg/m³","9.09","μg/m³","0.02","mg/m³","18.91","77.85","N/A","N/A","N/A","2","80","N/A"
"01-01-2025","02:00:00","2025-01-01T08:00:00+00:00","10.023052","-84.111703","32.33","μg/m³","0","μg/m³","6.15","μg/m³","12.33","μg/m³","13.77","μg/m³","19.38","μg/m³","0","μg/m³","8.74","μg/m³","0","mg/m³","18.07","82.38","N/A","N/A","N/A","2","78","N/A"
"01-01-2025","03:00:00","2025-01-01T09:00:00+00:00","10.023046","-84.111718","22.47","μg/m³","0","μg/m³","1.42","μg/m³","6.74","μg/m³","7.55","μg/m³","11.37","μg/m³","0","μg/m³","5.56","μg/m³","0","mg/m³","17.49","83.85","N/A","N/A","N/A","2","79","N/A"
"01-01-2025","04:00:00","2025-01-01T10:00:00+00:00","10.02302","-84.111746","17.86","μg/m³","0","μg/m³","4.6","μg/m³","3.49","μg/m³","4.11","μg/m³","7.4","μg/m³","0","μg/m³","2.75","μg/m³","0","mg/m³","17.2","84.32","N/A","N/A","N/A","2","86","N/A"
"01-01-2025","05:00:00","2025-01-01T11:00:00+00:00","10.023002","-84.111732","9.54","μg/m³","0","μg/m³","5.6","μg/m³","1.37","μg/m³","2.06","μg/m³","4.86","μg/m³","0","μg/m³","0.36","μg/m³","0","mg/m³","17.29","82.19","N/A","N/A","N/A","2","85","N/A"
"01-01-2025","06:00:00","2025-01-01T12:00:00+00:00","10.023013","-84.111747","13.32","μg/m³","0","μg/m³","11.28","μg/m³","2.64","μg/m³","3.41","μg/m³","6.55","μg/m³","0","μg/m³","2","μg/m³","0","mg/m³","16.92","83.27","N/A","N/A","N/A","2","79","N/A"
"01-01-2025","07:00:00","2025-01-01T13:00:00+00:00","10.023019","-84.111756","18.3","μg/m³","0","μg/m³","18.27","μg/m³","2.74","μg/m³","3.36","μg/m³","6.57","μg/m³","0","μg/m³","3.21","μg/m³","0","mg/m³","17.57","84.71","N/A","N/A","N/A","2","76","N/A"
"01-01-2025","08:00:00","2025-01-01T14:00:00+00:00","10.023027","-84.111768","3.09","μg/m³","0.01","μg/m³","19.64","μg/m³","1.84","μg/m³","2.88","μg/m³","4.89","μg/m³","0.96","μg/m³","0","μg/m³","0","mg/m³","21.73","70.52","N/A","N/A","N/A","2","58","N/A"
"01-01-2025","09:00:00","2025-01-01T15:00:00+00:00","10.023022","-84.111751","14.49","μg/m³","0","μg/m³","20.08","μg/m³","1.08","μg/m³","3.35","μg/m³","3.7","μg/m³","14.53","μg/m³","0","μg/m³","0","mg/m³","30.87","43.59","N/A","N/A","N/A","2","52","N/A"
"01-01-2025","10:00:00","2025-01-01T16:00:00+00:00","10.02302","-84.11174","46.03","μg/m³","0","μg/m³","54.03","μg/m³","0.96","μg/m³","3.46","μg/m³","3.81","μg/m³","18.83","μg/m³","0.05","μg/m³","0","mg/m³","32.64","37.94","N/A","N/A","N/A","2","48","N/A"
"01-01-2025","11:00:00","2025-01-01T17:00:00+00:00","10.023032","-84.111755","53.63","μg/m³","0","μg/m³","64.59","μg/m³","1.14","μg/m³","3.59","μg/m³","3.95","μg/m³","21","μg/m³","6.52","μg/m³","0","mg/m³","32.02","39.7","N/A","N/A","N/A","2","56","N/A"
"01-01-2025","12:00:00","2025-01-01T18:00:00+00:00","10.023043","-84.111755","50.37","μg/m³","0","μg/m³","63.78","μg/m³","2.21","μg/m³","4.58","μg/m³","4.95","μg/m³","21","μg/m³","9.93","μg/m³","0","mg/m³","30.96","41.46","N/A","N/A","N/A","2","56","N/A"
"01-01-2025","13:00:00","2025-01-01T19:00:00+00:00","10.023056","-84.111747","53.21","μg/m³","0","μg/m³","65.01","μg/m³","2.01","μg/m³","4.14","μg/m³","4.66","μg/m³","19.61","μg/m³","19.69","μg/m³","0","mg/m³","29.15","46.87","N/A","N/A","N/A","2","58","N/A"
"01-01-2025","14:00:00","2025-01-01T20:00:00+00:00","10.023052","-84.111737","42.43","μg/m³","0","μg/m³","57.87","μg/m³","1.47","μg/m³","3.17","μg/m³","4.04","μg/m³","16.35","μg/m³","27.34","μg/m³","0","mg/m³","25.81","56","N/A","N/A","N/A","2","65","N/A"
"01-01-2025","15:00:00","2025-01-01T21:00:00+00:00","10.023065","-84.111732","36.46","μg/m³","0","μg/m³","50.09","μg/m³","1.63","μg/m³","3.15","μg/m³","4.39","μg/m³","12.15","μg/m³","18.04","μg/m³","0","mg/m³","23.98","61.43","N/A","N/A","N/A","2","53","N/A"
